claim_id,state,district,village,claim_type,claimed_area,recorded_area,processing_days,current_stage,documents_complete,land_record_available,overlap_percentage,previous_rejections,latitude,longitude,status
FRA0610,Jharkhand,Ranchi,Village_8,CFR,9.03,8.96,44,SDLC,0,0,28.16,3,23.236151,85.249609,Rejected
FRA0611,Chhattisgarh,Kanker,Village_65,CR,1.05,1.08,120,Gram Sabha,1,0,41.17,3,20.174096,81.515647,Rejected
FRA0612,Jharkhand,Gumla,Village_57,CR,8.37,7.95,146,Title Issued,0,0,22.79,0,22.910764,84.447078,Approved
FRA0613,Odisha,Koraput,Village_52,IFR,7.2,6.6,101,Title Issued,0,1,15.97,0,18.815713,82.794855,Approved
FRA0614,Odisha,Mayurbhanj,Village_55,CFR,3.28,3.16,151,Gram Sabha,0,1,45.03,1,21.843862,86.613656,Approved
FRA0615,Odisha,Mayurbhanj,Village_70,CR,8.52,7.95,68,Title Issued,1,0,47.05,1,21.92927,86.784107,Approved
FRA0616,Maharashtra,Nashik,Village_49,IFR,8.17,7.35,71,Title Issued,0,0,51.09,3,19.856593,73.750037,Approved
FRA0617,Jharkhand,Ranchi,Village_93,CR,4.44,3.88,76,Gram Sabha,0,1,29.64,2,23.440929,85.450003,Rejected
FRA0618,Jharkhand,Ranchi,Village_17,CR,9.27,9.62,31,Gram Sabha,0,1,81.17,1,23.196494,85.211359,Pending
FRA0619,Maharashtra,Gadchiroli,Village_80,CFR,8.54,8.2,57,Gram Sabha,0,1,38.92,1,20.212056,79.8708,Rejected
FRA0620,Chhattisgarh,Bastar,Village_100,CR,2.74,2.36,90,SDLC,1,1,66.36,0,19.152593,81.855096,Pending
FRA0621,Madhya Pradesh,Mandla,Village_41,IFR,5.92,5.7,36,Title Issued,1,1,76.37,1,22.622088,80.320557,Rejected
FRA0622,Chhattisgarh,Surguja,Village_36,CFR,4.83,4.49,100,Gram Sabha,0,1,36.44,2,22.807643,83.240654,Pending
FRA0623,Madhya Pradesh,Dindori,Village_12,IFR,7.41,7.2,97,DLC,0,1,33.28,2,23.000423,81.159879,Approved
FRA0624,Madhya Pradesh,Dindori,Village_17,CFR,8.1,7.63,119,Title Issued,0,0,82.45,1,22.850748,80.972715,Approved
FRA0625,Chhattisgarh,Bastar,Village_60,IFR,8.03,6.93,113,Gram Sabha,0,0,64.61,1,19.039422,81.860937,Approved
FRA0626,Jharkhand,Simdega,Village_65,CR,6.36,5.85,155,Gram Sabha,0,1,67.47,0,22.575231,84.477209,Rejected
FRA0627,Maharashtra,Nashik,Village_31,IFR,5.34,4.59,88,Title Issued,0,1,10.98,1,19.995259,73.832982,Pending
FRA0628,Chhattisgarh,Surguja,Village_78,CFR,5.88,5.0,46,SDLC,1,1,80.05,0,22.773256,83.236294,Rejected
FRA0629,Jharkhand,Simdega,Village_88,CFR,8.05,6.91,41,DLC,1,0,10.15,3,22.594799,84.477507,Rejected
FRA0630,Maharashtra,Nashik,Village_81,CR,7.38,7.47,112,SDLC,0,0,24.25,0,20.106372,73.916832,Pending
FRA0631,Madhya Pradesh,Mandla,Village_64,IFR,4.3,3.76,143,SDLC,0,0,18.56,0,22.742981,80.349124,Approved
FRA0632,Madhya Pradesh,Dindori,Village_6,CR,7.72,7.83,177,DLC,0,0,9.56,3,22.957856,81.070517,Rejected
FRA0633,Jharkhand,Ranchi,Village_82,CR,2.58,2.28,155,DLC,0,0,43.7,0,23.318286,85.454695,Pending
FRA0634,Chhattisgarh,Surguja,Village_17,CFR,3.16,2.88,36,DLC,0,1,88.47,3,22.816373,83.148802,Pending
FRA0635,Jharkhand,Ranchi,Village_96,CFR,9.73,9.56,86,Title Issued,0,1,86.28,1,23.256925,85.428011,Approved
FRA0636,Chhattisgarh,Kanker,Village_55,CFR,7.62,6.49,57,Title Issued,0,0,7.69,2,20.1571,81.614942,Pending
FRA0637,Madhya Pradesh,Mandla,Village_55,IFR,3.43,3.05,66,Gram Sabha,1,0,34.8,0,22.731401,80.378622,Rejected
FRA0638,Odisha,Koraput,Village_22,IFR,3.63,3.13,84,Gram Sabha,0,0,78.61,0,18.803178,82.642996,Pending
FRA0639,Chhattisgarh,Kanker,Village_86,CFR,4.4,4.22,119,SDLC,0,1,28.77,3,20.129069,81.576865,Pending
FRA0640,Odisha,Keonjhar,Village_20,IFR,6.32,6.36,149,DLC,0,0,13.67,2,21.508813,85.578877,Rejected
FRA0641,Odisha,Koraput,Village_72,CR,2.47,2.32,147,Title Issued,1,1,32.03,2,18.908718,82.564691,Pending
FRA0642,Madhya Pradesh,Balaghat,Village_91,CFR,3.56,3.64,23,SDLC,0,1,56.63,0,21.842471,80.160885,Rejected
FRA0643,Jharkhand,Ranchi,Village_42,CR,9.01,8.08,143,SDLC,0,0,49.0,2,23.353784,85.373502,Rejected
FRA0644,Jharkhand,Ranchi,Village_55,CR,6.96,7.25,119,DLC,0,0,68.42,0,23.262128,85.348324,Rejected
FRA0645,Maharashtra,Nandurbar,Village_70,CR,2.83,2.55,117,DLC,0,0,51.72,1,21.27959,74.35388,Rejected
FRA0646,Maharashtra,Nashik,Village_46,CFR,5.71,5.45,84,DLC,0,0,25.96,2,19.850631,73.856313,Rejected
FRA0647,Jharkhand,Simdega,Village_50,IFR,4.22,3.88,114,SDLC,0,0,76.3,3,22.573916,84.429528,Rejected
FRA0648,Madhya Pradesh,Balaghat,Village_97,CR,7.46,6.59,152,DLC,0,1,47.81,2,21.792581,80.157486,Pending
FRA0649,Madhya Pradesh,Dindori,Village_4,CR,6.27,5.85,136,Gram Sabha,0,1,14.84,0,23.086441,81.112615,Approved
FRA0650,Jharkhand,Gumla,Village_43,CFR,2.05,1.81,167,SDLC,0,0,33.57,1,22.896258,84.390499,Rejected
FRA0651,Madhya Pradesh,Mandla,Village_15,CR,5.43,4.97,107,Gram Sabha,1,1,25.63,2,22.56633,80.425437,Pending
FRA0652,Madhya Pradesh,Mandla,Village_81,CFR,2.52,2.26,167,DLC,0,1,43.27,2,22.619687,80.505174,Approved
FRA0653,Odisha,Mayurbhanj,Village_82,IFR,8.9,8.18,91,SDLC,0,1,71.95,0,21.805897,86.57683,Rejected
FRA0654,Maharashtra,Nashik,Village_31,IFR,7.8,7.26,146,DLC,1,1,48.11,2,20.069799,73.862336,Approved
FRA0655,Chhattisgarh,Bastar,Village_98,IFR,2.86,2.45,37,Title Issued,0,0,73.53,3,19.22913,81.828234,Rejected
FRA0656,Maharashtra,Nashik,Village_18,CFR,1.72,1.64,149,SDLC,0,0,62.86,2,20.097817,73.916629,Approved
FRA0657,Maharashtra,Nandurbar,Village_95,CFR,5.34,5.33,101,DLC,1,1,62.86,1,21.391119,74.351512,Approved
FRA0658,Madhya Pradesh,Mandla,Village_76,IFR,5.96,5.18,28,Title Issued,0,0,7.07,3,22.617652,80.258996,Approved
FRA0659,Chhattisgarh,Kanker,Village_59,CFR,9.77,9.4,80,SDLC,1,1,32.54,1,20.292498,81.51155,Pending
FRA0660,Jharkhand,Simdega,Village_66,IFR,6.66,6.67,78,SDLC,0,0,19.49,0,22.623727,84.591406,Rejected
FRA0661,Maharashtra,Nandurbar,Village_83,IFR,1.63,1.55,99,Title Issued,0,1,63.22,0,21.356731,74.261328,Approved
FRA0662,Chhattisgarh,Surguja,Village_43,CR,4.78,4.33,170,Title Issued,1,1,81.99,1,22.886303,83.110416,Pending
FRA0663,Jharkhand,Ranchi,Village_10,IFR,9.06,8.87,163,DLC,1,1,78.12,0,23.485994,85.409856,Approved
FRA0664,Madhya Pradesh,Balaghat,Village_9,IFR,4.08,3.65,77,DLC,1,1,4.04,3,21.924155,80.284956,Approved
FRA0665,Chhattisgarh,Bastar,Village_93,IFR,1.84,1.76,117,Gram Sabha,1,1,23.4,1,19.200538,81.88724,Approved
FRA0666,Madhya Pradesh,Mandla,Village_57,CR,2.22,2.23,137,Title Issued,1,0,40.97,2,22.670706,80.269136,Pending
FRA0667,Jharkhand,Simdega,Village_28,IFR,1.61,1.41,25,SDLC,0,0,7.96,0,22.733295,84.428914,Rejected
FRA0668,Chhattisgarh,Kanker,Village_5,CFR,8.42,8.75,36,SDLC,0,1,67.71,2,20.164444,81.401948,Rejected
FRA0669,Madhya Pradesh,Dindori,Village_62,CR,3.52,3.65,179,Title Issued,0,0,76.72,0,23.046665,80.979835,Pending
FRA0670,Chhattisgarh,Bastar,Village_57,CR,8.07,7.54,137,Gram Sabha,1,1,12.58,1,19.023912,82.052875,Pending
FRA0671,Madhya Pradesh,Mandla,Village_70,IFR,9.53,9.81,135,Title Issued,0,0,27.25,2,22.578198,80.447315,Approved
FRA0672,Chhattisgarh,Kanker,Village_75,IFR,5.51,5.73,178,Title Issued,1,0,33.39,3,20.297636,81.401137,Rejected
FRA0673,Odisha,Koraput,Village_80,CR,5.7,5.84,44,Gram Sabha,0,1,89.87,2,18.835557,82.859239,Approved
FRA0674,Jharkhand,Ranchi,Village_3,CFR,9.44,9.58,55,Gram Sabha,0,1,27.38,3,23.254593,85.197264,Pending
FRA0675,Odisha,Koraput,Village_73,IFR,4.94,4.4,48,Title Issued,1,0,26.87,3,18.736062,82.590534,Approved
FRA0676,Odisha,Keonjhar,Village_64,CFR,4.94,4.57,38,SDLC,0,0,49.5,0,21.753141,85.506703,Approved
FRA0677,Madhya Pradesh,Balaghat,Village_50,IFR,5.69,5.67,161,SDLC,1,1,74.32,0,21.887056,80.085934,Pending
FRA0678,Chhattisgarh,Kanker,Village_91,CR,5.27,5.34,40,Gram Sabha,0,0,43.86,2,20.336831,81.450692,Rejected
FRA0679,Madhya Pradesh,Dindori,Village_85,IFR,5.49,5.11,33,Title Issued,0,0,65.88,0,23.071716,81.008658,Pending
FRA0680,Jharkhand,Simdega,Village_13,CFR,3.26,3.22,151,Gram Sabha,0,1,41.61,3,22.680353,84.477306,Pending
FRA0681,Jharkhand,Simdega,Village_69,IFR,7.58,7.25,106,Gram Sabha,0,1,7.47,1,22.50447,84.583645,Pending
FRA0682,Chhattisgarh,Surguja,Village_2,CR,1.99,1.94,54,DLC,0,0,7.83,2,23.039921,83.215667,Rejected
FRA0683,Odisha,Mayurbhanj,Village_44,CR,5.06,4.86,161,DLC,0,1,68.36,1,22.023635,86.777326,Pending
FRA0684,Jharkhand,Gumla,Village_59,IFR,4.47,3.84,102,Gram Sabha,1,0,74.85,1,22.937407,84.421674,Approved
FRA0685,Maharashtra,Nashik,Village_38,IFR,7.61,7.8,83,Gram Sabha,1,1,19.24,0,20.147818,73.70661,Pending
FRA0686,Odisha,Mayurbhanj,Village_94,CFR,2.58,2.27,136,DLC,0,1,9.44,3,22.073215,86.727186,Approved
FRA0687,Chhattisgarh,Bastar,Village_84,CR,5.51,5.27,136,SDLC,1,1,75.67,1,19.012677,81.820784,Pending
FRA0688,Chhattisgarh,Surguja,Village_51,CFR,3.16,3.31,52,SDLC,1,1,28.8,0,23.037554,83.181892,Pending
FRA0689,Madhya Pradesh,Mandla,Village_93,IFR,4.8,4.46,29,SDLC,1,1,39.2,2,22.595057,80.286117,Rejected
FRA0690,Odisha,Keonjhar,Village_54,CR,5.54,5.32,98,Title Issued,0,1,66.3,2,21.659166,85.517459,Approved
FRA0691,Maharashtra,Nashik,Village_99,IFR,5.3,4.68,75,Gram Sabha,1,0,89.03,0,20.09906,73.709879,Rejected
FRA0692,Maharashtra,Nandurbar,Village_21,IFR,9.38,8.6,69,Title Issued,0,0,89.21,3,21.307396,74.360887,Pending
FRA0693,Maharashtra,Gadchiroli,Village_56,CFR,3.61,3.7,26,Title Issued,0,0,16.82,0,20.168963,80.03888,Pending
FRA0694,Odisha,Koraput,Village_94,CFR,9.68,8.97,46,SDLC,1,0,15.82,1,18.919309,82.68006,Approved
FRA0695,Odisha,Keonjhar,Village_22,CFR,6.59,6.84,116,SDLC,0,0,69.79,0,21.599451,85.530485,Approved
FRA0696,Odisha,Keonjhar,Village_47,IFR,5.76,5.92,115,DLC,1,0,48.08,1,21.761264,85.660308,Approved
FRA0697,Jharkhand,Gumla,Village_85,CR,1.86,1.81,23,Gram Sabha,0,0,59.9,2,23.074172,84.520145,Rejected
FRA0698,Chhattisgarh,Bastar,Village_58,CR,3.65,3.34,70,Title Issued,0,0,75.68,0,19.036246,81.978238,Approved
FRA0699,Odisha,Mayurbhanj,Village_99,CR,3.83,3.69,147,DLC,1,1,22.46,3,21.930997,86.588362,Rejected
FRA0700,Chhattisgarh,Bastar,Village_23,CR,6.28,6.32,111,DLC,1,1,73.08,2,18.967025,81.837825,Approved
FRA0701,Maharashtra,Nashik,Village_4,CFR,5.89,5.24,52,SDLC,1,1,37.46,0,20.116303,73.715788,Rejected
FRA0702,Odisha,Mayurbhanj,Village_34,IFR,4.99,4.54,105,DLC,0,1,9.44,1,21.853124,86.633298,Rejected
FRA0703,Odisha,Mayurbhanj,Village_17,IFR,3.29,3.09,46,SDLC,1,1,79.55,2,21.986635,86.600628,Pending
FRA0704,Chhattisgarh,Surguja,Village_47,CFR,3.81,3.51,26,DLC,0,1,34.22,1,22.839269,83.250576,Rejected
FRA0705,Maharashtra,Nashik,Village_89,CFR,3.54,3.4,57,Gram Sabha,1,0,31.74,1,19.906756,73.861712,Approved
FRA0706,Odisha,Mayurbhanj,Village_18,CR,4.09,4.26,127,Gram Sabha,1,1,78.81,1,21.845132,86.671953,Rejected
FRA0707,Chhattisgarh,Kanker,Village_30,IFR,3.83,3.26,62,Title Issued,1,1,78.07,2,20.186054,81.368466,Rejected
FRA0708,Odisha,Keonjhar,Village_47,CR,1.92,1.77,115,Title Issued,1,1,43.07,3,21.534348,85.522621,Pending
FRA0709,Odisha,Mayurbhanj,Village_6,IFR,5.21,5.03,132,DLC,0,1,52.84,0,21.87643,86.773652,Approved
FRA0710,Madhya Pradesh,Dindori,Village_25,IFR,2.7,2.36,144,SDLC,0,0,27.22,1,22.952966,81.087874,Rejected
FRA0711,Madhya Pradesh,Balaghat,Village_28,CR,2.68,2.5,142,Title Issued,1,1,81.5,2,21.762191,80.166033,Approved
FRA0712,Jharkhand,Gumla,Village_86,CR,7.57,7.21,177,Title Issued,0,0,46.41,0,23.074785,84.667728,Approved
FRA0713,Chhattisgarh,Surguja,Village_23,CFR,5.49,5.44,136,SDLC,1,1,51.84,2,22.811375,83.267263,Pending
FRA0714,Chhattisgarh,Surguja,Village_56,IFR,7.39,6.49,126,DLC,0,1,57.44,3,22.976061,83.131236,Approved
FRA0715,Chhattisgarh,Bastar,Village_79,CR,5.46,5.57,129,SDLC,1,0,14.89,1,18.98239,82.033045,Approved
FRA0716,Jharkhand,Simdega,Village_80,CR,4.3,3.94,86,SDLC,0,0,45.32,0,22.548312,84.422816,Pending
FRA0717,Maharashtra,Nashik,Village_2,CR,6.0,5.78,127,DLC,1,0,23.34,0,20.092533,73.647463,Approved
FRA0718,Jharkhand,Simdega,Village_11,CR,1.93,1.7,121,Gram Sabha,0,1,4.14,2,22.644099,84.427625,Pending
FRA0719,Jharkhand,Gumla,Village_41,IFR,2.34,2.08,28,Title Issued,0,0,10.92,0,23.136907,84.667744,Rejected
FRA0720,Maharashtra,Nandurbar,Village_80,CR,8.86,8.4,166,Gram Sabha,0,0,0.03,2,21.25023,74.214654,Approved
FRA0721,Chhattisgarh,Kanker,Village_47,IFR,4.72,4.83,128,Gram Sabha,0,1,50.55,1,20.34241,81.53085,Approved
FRA0722,Maharashtra,Gadchiroli,Village_27,CFR,7.64,8.0,108,SDLC,0,0,4.47,0,20.118885,80.076215,Rejected
FRA0723,Odisha,Koraput,Village_63,CR,6.24,5.43,49,Gram Sabha,1,1,7.72,0,18.924145,82.607622,Pending
FRA0724,Madhya Pradesh,Mandla,Village_74,CFR,7.48,7.28,135,DLC,1,0,48.57,1,22.503103,80.337815,Pending
FRA0725,Jharkhand,Gumla,Village_29,CFR,9.83,9.69,148,SDLC,0,0,6.36,3,22.89801,84.562124,Approved
FRA0726,Maharashtra,Nandurbar,Village_100,IFR,9.33,8.53,69,DLC,1,0,66.94,1,21.377399,74.230874,Rejected
FRA0727,Odisha,Koraput,Village_22,IFR,7.15,6.8,68,Gram Sabha,0,1,10.1,1,18.693051,82.753104,Rejected
FRA0728,Madhya Pradesh,Balaghat,Village_35,CFR,4.85,4.25,135,DLC,1,1,81.26,3,21.656688,80.187294,Pending
FRA0729,Chhattisgarh,Bastar,Village_66,CR,1.36,1.33,173,Title Issued,1,0,11.49,3,19.146313,82.093145,Rejected
FRA0730,Madhya Pradesh,Mandla,Village_98,CR,5.64,4.86,99,Title Issued,1,0,4.53,2,22.736795,80.252718,Rejected
FRA0731,Chhattisgarh,Bastar,Village_96,CR,9.76,10.23,177,DLC,1,1,71.64,2,18.99765,81.844329,Pending
FRA0732,Chhattisgarh,Surguja,Village_11,CR,4.67,4.49,64,SDLC,0,0,2.14,3,22.800963,83.332617,Pending
FRA0733,Chhattisgarh,Bastar,Village_24,IFR,2.69,2.43,112,Title Issued,0,0,87.74,1,19.060006,81.831926,Rejected
FRA0734,Jharkhand,Ranchi,Village_22,CFR,2.52,2.32,161,SDLC,1,0,33.65,1,23.375941,85.447988,Approved
FRA0735,Odisha,Keonjhar,Village_28,IFR,3.62,3.26,171,SDLC,0,0,74.28,3,21.607368,85.638802,Pending
FRA0736,Odisha,Mayurbhanj,Village_34,CR,9.68,8.63,124,SDLC,1,0,39.02,0,22.017111,86.781583,Pending
FRA0737,Maharashtra,Gadchiroli,Village_22,IFR,3.02,2.98,40,SDLC,1,1,41.07,3,20.052459,80.06102,Approved
FRA0738,Madhya Pradesh,Balaghat,Village_45,CFR,4.87,4.34,70,DLC,1,0,56.7,2,21.868344,80.324342,Pending
FRA0739,Madhya Pradesh,Balaghat,Village_96,CR,7.33,7.69,144,Gram Sabha,0,1,43.46,0,21.692763,80.14538,Rejected
FRA0740,Odisha,Koraput,Village_59,CFR,1.33,1.29,149,Gram Sabha,1,0,20.75,1,18.697433,82.777399,Pending
FRA0741,Chhattisgarh,Kanker,Village_62,CFR,9.15,8.08,110,Gram Sabha,0,1,50.77,1,20.410255,81.427967,Approved
FRA0742,Chhattisgarh,Kanker,Village_12,IFR,4.37,4.13,66,SDLC,0,1,77.49,3,20.338171,81.435089,Pending
FRA0743,Madhya Pradesh,Mandla,Village_25,CR,4.11,4.02,47,Title Issued,1,1,21.14,3,22.683354,80.505819,Rejected
FRA0744,Odisha,Mayurbhanj,Village_50,IFR,7.69,7.07,141,Title Issued,0,1,87.03,2,21.907201,86.621743,Rejected
FRA0745,Jharkhand,Simdega,Village_89,IFR,5.68,4.87,178,SDLC,1,0,50.55,2,22.607293,84.384501,Rejected
FRA0746,Madhya Pradesh,Dindori,Village_74,IFR,1.11,1.13,134,DLC,0,1,38.01,1,23.045682,81.028226,Approved
FRA0747,Maharashtra,Gadchiroli,Village_1,IFR,4.63,4.71,143,SDLC,1,1,54.82,2,20.270953,80.002973,Approved
FRA0748,Jharkhand,Ranchi,Village_13,IFR,9.99,10.28,107,DLC,0,0,32.28,1,23.486333,85.307799,Pending
FRA0749,Madhya Pradesh,Dindori,Village_69,CFR,8.84,8.89,150,Title Issued,0,0,59.3,2,22.862229,81.185698,Pending
FRA0750,Madhya Pradesh,Dindori,Village_18,IFR,1.43,1.37,42,DLC,0,1,57.2,2,22.826568,81.110165,Pending
FRA0751,Chhattisgarh,Surguja,Village_34,CFR,4.04,3.82,68,Gram Sabha,0,0,49.78,0,23.02175,83.347055,Approved
FRA0752,Jharkhand,Simdega,Village_51,CFR,6.05,5.34,23,Title Issued,0,0,44.59,0,22.674135,84.631667,Approved
FRA0753,Chhattisgarh,Surguja,Village_5,CR,5.06,5.05,129,SDLC,0,1,41.74,0,22.759922,83.06783,Approved
FRA0754,Chhattisgarh,Kanker,Village_9,CFR,6.72,5.99,165,Title Issued,0,0,75.94,3,20.294332,81.437578,Rejected
FRA0755,Maharashtra,Gadchiroli,Village_49,CR,1.09,1.04,102,SDLC,1,1,76.02,3,20.205876,79.864259,Approved
FRA0756,Maharashtra,Nandurbar,Village_61,CFR,4.71,4.01,63,DLC,0,1,14.44,0,21.277165,74.181142,Pending
FRA0757,Odisha,Mayurbhanj,Village_52,CFR,8.63,8.23,94,Gram Sabha,1,0,48.06,1,21.98989,86.592736,Approved
FRA0758,Maharashtra,Nashik,Village_43,CR,1.35,1.29,67,Title Issued,1,0,72.69,3,19.968915,73.693933,Rejected
FRA0759,Madhya Pradesh,Dindori,Village_6,CFR,5.6,5.6,22,Gram Sabha,0,0,72.14,0,23.039624,81.040709,Rejected
FRA0760,Odisha,Koraput,Village_11,IFR,2.09,1.89,26,DLC,0,1,48.14,1,18.770849,82.767634,Rejected
FRA0761,Odisha,Mayurbhanj,Village_17,CFR,3.68,3.55,48,Title Issued,0,0,25.08,1,21.870334,86.853051,Pending
FRA0762,Jharkhand,Ranchi,Village_7,CFR,2.82,2.75,83,SDLC,1,1,37.26,2,23.413269,85.455159,Rejected
FRA0763,Chhattisgarh,Kanker,Village_6,CR,6.66,5.97,171,SDLC,1,0,85.57,0,20.230786,81.344284,Rejected
FRA0764,Madhya Pradesh,Balaghat,Village_84,CR,6.06,5.58,46,SDLC,1,1,26.18,2,21.823507,80.204418,Approved
FRA0765,Jharkhand,Ranchi,Village_32,CR,7.84,7.97,114,Gram Sabha,1,0,40.17,3,23.261295,85.25601,Rejected
FRA0766,Madhya Pradesh,Mandla,Village_38,CR,9.37,8.96,117,SDLC,1,1,14.62,0,22.629486,80.343589,Pending
FRA0767,Chhattisgarh,Kanker,Village_6,IFR,6.94,6.08,179,Gram Sabha,0,0,41.64,2,20.362262,81.578051,Rejected
FRA0768,Madhya Pradesh,Mandla,Village_65,IFR,5.63,5.0,178,Gram Sabha,1,1,13.63,2,22.721255,80.282618,Rejected
FRA0769,Jharkhand,Ranchi,Village_66,CR,7.87,7.29,165,SDLC,1,1,13.54,3,23.467183,85.220177,Rejected
FRA0770,Madhya Pradesh,Balaghat,Village_44,CR,8.96,7.92,100,SDLC,0,0,65.38,2,21.901898,80.31012,Rejected
FRA0771,Maharashtra,Gadchiroli,Village_52,IFR,5.59,4.99,94,Gram Sabha,0,0,75.92,2,20.15036,80.075929,Approved
FRA0772,Jharkhand,Simdega,Village_82,IFR,3.98,3.49,156,DLC,1,1,5.84,2,22.59633,84.467423,Pending
FRA0773,Chhattisgarh,Bastar,Village_7,CR,3.25,3.0,40,DLC,1,0,38.77,3,19.053536,82.070752,Rejected
FRA0774,Jharkhand,Simdega,Village_64,IFR,2.79,2.57,57,Gram Sabha,1,1,89.6,3,22.753718,84.641874,Rejected
FRA0775,Maharashtra,Nashik,Village_82,CFR,4.12,3.64,89,Gram Sabha,0,1,80.98,1,19.990539,73.665254,Pending
FRA0776,Maharashtra,Gadchiroli,Village_100,IFR,8.11,8.11,21,Gram Sabha,0,0,24.9,3,20.290258,79.977372,Rejected
FRA0777,Chhattisgarh,Kanker,Village_98,IFR,9.5,9.4,86,DLC,0,0,38.44,1,20.39498,81.601129,Pending
FRA0778,Maharashtra,Nashik,Village_21,CFR,5.86,5.56,135,Gram Sabha,1,1,25.0,2,19.989391,73.898164,Approved
FRA0779,Maharashtra,Gadchiroli,Village_4,IFR,1.24,1.15,48,Title Issued,0,0,42.92,0,20.141691,79.864023,Rejected
FRA0780,Maharashtra,Nandurbar,Village_63,CFR,3.3,2.81,99,Gram Sabha,0,1,16.28,1,21.438926,74.25456,Rejected
FRA0781,Madhya Pradesh,Dindori,Village_89,IFR,2.98,3.02,132,DLC,1,1,40.63,3,22.948155,80.978743,Approved
FRA0782,Odisha,Keonjhar,Village_51,CR,3.47,2.99,21,Title Issued,1,1,8.71,1,21.535488,85.455975,Pending
FRA0783,Odisha,Mayurbhanj,Village_3,CR,4.99,4.52,86,Gram Sabha,0,1,31.41,2,21.922481,86.854171,Rejected
FRA0784,Odisha,Mayurbhanj,Village_51,IFR,7.15,7.02,170,SDLC,1,0,27.1,0,21.924001,86.817824,Rejected
FRA0785,Maharashtra,Nandurbar,Village_67,IFR,3.49,3.6,101,Gram Sabha,0,1,71.36,0,21.303455,74.187127,Rejected
FRA0786,Jharkhand,Ranchi,Village_62,IFR,9.27,9.66,154,Title Issued,1,1,1.19,1,23.236387,85.331798,Rejected
FRA0787,Chhattisgarh,Kanker,Village_58,CFR,2.43,2.11,28,Title Issued,1,0,33.54,1,20.318936,81.469095,Approved
FRA0788,Jharkhand,Ranchi,Village_21,CR,5.45,5.63,25,DLC,1,0,7.01,1,23.209564,85.16614,Approved
FRA0789,Odisha,Koraput,Village_20,IFR,5.35,5.45,179,Title Issued,1,0,66.28,2,18.804225,82.789636,Approved
FRA0790,Chhattisgarh,Surguja,Village_76,CR,1.84,1.91,90,Gram Sabha,0,1,27.51,1,22.83384,83.302241,Pending
FRA0791,Maharashtra,Gadchiroli,Village_95,CR,6.91,6.86,124,Gram Sabha,0,0,35.16,2,20.038479,80.080596,Pending
FRA0792,Maharashtra,Nashik,Village_66,CFR,6.46,6.56,56,Gram Sabha,0,0,16.47,2,19.898539,73.793818,Rejected
FRA0793,Chhattisgarh,Kanker,Village_26,CR,4.72,4.68,158,SDLC,0,1,46.62,1,20.144105,81.371379,Pending
FRA0794,Chhattisgarh,Kanker,Village_15,CFR,8.71,7.57,64,DLC,1,0,15.66,0,20.17399,81.515311,Pending
FRA0795,Jharkhand,Gumla,Village_91,CR,9.09,8.41,106,DLC,1,1,32.97,3,23.103212,84.541155,Rejected
FRA0796,Jharkhand,Simdega,Village_61,CFR,6.28,5.78,51,DLC,1,0,25.66,3,22.486988,84.505558,Approved
FRA0797,Chhattisgarh,Kanker,Village_95,CFR,1.6,1.51,136,Gram Sabha,0,1,9.04,3,20.374207,81.454884,Rejected
FRA0798,Madhya Pradesh,Balaghat,Village_80,CFR,3.95,4.1,42,Gram Sabha,0,1,69.31,2,21.652028,80.144011,Rejected
FRA0799,Chhattisgarh,Surguja,Village_59,CR,5.85,5.44,91,Title Issued,1,0,79.27,0,22.772757,83.272831,Approved
FRA0800,Jharkhand,Simdega,Village_69,IFR,7.38,6.33,137,SDLC,0,0,21.44,2,22.710222,84.414242,Approved
FRA0801,Chhattisgarh,Kanker,Village_42,IFR,9.52,9.53,167,Gram Sabha,1,0,6.69,0,20.24881,81.34738,Pending
FRA0802,Odisha,Mayurbhanj,Village_73,CR,9.26,9.48,68,DLC,0,1,15.96,3,22.012799,86.853494,Approved
FRA0803,Maharashtra,Gadchiroli,Village_14,CFR,2.87,2.99,57,Gram Sabha,1,0,0.1,0,20.079456,80.076625,Rejected
FRA0804,Madhya Pradesh,Mandla,Village_45,CFR,5.85,5.5,49,Gram Sabha,1,0,68.56,1,22.643404,80.475687,Rejected
FRA0805,Jharkhand,Ranchi,Village_22,IFR,1.07,1.0,69,SDLC,1,0,72.61,1,23.231288,85.308262,Rejected
FRA0806,Chhattisgarh,Surguja,Village_50,CR,2.23,2.22,129,Gram Sabha,1,1,3.85,0,22.909393,83.108239,Approved
FRA0807,Chhattisgarh,Bastar,Village_91,CR,2.68,2.76,174,DLC,0,0,80.5,3,18.96984,82.057595,Approved
FRA0808,Madhya Pradesh,Mandla,Village_96,CFR,7.14,7.22,141,Gram Sabha,0,0,56.97,0,22.547563,80.37291,Rejected
FRA0809,Odisha,Koraput,Village_11,CFR,8.48,8.62,25,DLC,0,0,72.04,1,18.871804,82.713577,Approved
FRA0810,Jharkhand,Gumla,Village_84,IFR,1.55,1.32,77,Title Issued,1,1,4.36,2,23.096043,84.403355,Approved
FRA0811,Odisha,Koraput,Village_39,CFR,8.95,8.2,28,Gram Sabha,1,1,89.09,0,18.850319,82.686148,Pending
FRA0812,Maharashtra,Gadchiroli,Village_12,CFR,6.12,5.42,98,Gram Sabha,0,0,3.77,0,20.079301,79.951952,Pending
