claim_id,state,district,village,claim_type,claimed_area,recorded_area,processing_days,current_stage,documents_complete,land_record_available,overlap_percentage,previous_rejections,latitude,longitude,status,area_mismatch_percentage
FRA0518,Madhya Pradesh,Mandla,Village_70,IFR,9.4,9.82,127.0,Gram Sabha,0.0,1.0,52.86,2.0,22.593931,80.304866,Rejected,4.47
FRA0519,Maharashtra,Nashik,Village_63,IFR,9.57,8.25,76.0,Title Issued,0.0,0.0,50.94,0.0,19.949065,73.900407,Rejected,13.79
FRA0520,Madhya Pradesh,Dindori,Village_81,CR,6.6,6.23,99.0,Gram Sabha,0.0,1.0,33.88,3.0,22.945187,81.159182,Pending,5.61
FRA0521,Odisha,Mayurbhanj,Village_34,CFR,3.27,3.12,20.0,Gram Sabha,0.0,1.0,55.44,1.0,21.917338,86.773979,Rejected,4.59
FRA0522,Chhattisgarh,Bastar,Village_88,IFR,4.09,3.84,42.0,SDLC,0.0,1.0,70.53,1.0,19.011482,82.091981,Rejected,6.11
FRA0523,Jharkhand,Simdega,Village_97,CFR,8.42,8.64,171.0,SDLC,0.0,0.0,85.49,1.0,22.718329,84.600888,Approved,2.61
FRA0524,Maharashtra,Nashik,Village_57,CFR,8.42,8.71,152.0,Title Issued,1.0,0.0,36.57,0.0,19.885679,73.866703,Rejected,3.44
FRA0525,Odisha,Koraput,Village_70,IFR,8.67,8.62,101.0,Title Issued,0.0,0.0,78.3,0.0,18.660064,82.616076,Pending,0.58
FRA0526,Jharkhand,Ranchi,Village_46,CR,5.61,4.94,126.0,Title Issued,0.0,1.0,3.95,2.0,23.242712,85.327524,Rejected,11.94
FRA0527,Madhya Pradesh,Balaghat,Village_18,CR,2.18,1.88,99.0,SDLC,1.0,0.0,8.36,2.0,21.9058,80.141711,Rejected,13.76
FRA0528,Maharashtra,Nandurbar,Village_88,CR,1.96,1.96,126.0,Gram Sabha,1.0,1.0,47.24,2.0,21.500785,74.334451,Rejected,0.0
FRA0529,Chhattisgarh,Surguja,Village_21,IFR,1.49,1.27,96.0,DLC,0.0,1.0,12.54,1.0,22.939446,83.324444,Rejected,14.77
FRA0530,Jharkhand,Gumla,Village_7,IFR,8.57,8.1,167.0,SDLC,0.0,0.0,86.75,2.0,23.074881,84.600895,Approved,5.48
FRA0531,Chhattisgarh,Kanker,Village_46,IFR,2.93,2.91,179.0,Title Issued,1.0,1.0,60.9,0.0,20.383232,81.544262,Rejected,0.68
FRA0532,Chhattisgarh,Kanker,Village_23,IFR,6.87,6.41,113.0,SDLC,1.0,0.0,22.6,1.0,20.273827,81.421897,Approved,6.7
FRA0533,Maharashtra,Nashik,Village_44,IFR,9.19,9.41,28.0,SDLC,0.0,0.0,71.92,3.0,19.866177,73.635485,Pending,2.39
FRA0534,Chhattisgarh,Kanker,Village_17,CR,5.92,5.34,145.0,SDLC,1.0,1.0,6.89,1.0,20.291421,81.611452,Approved,9.8
FRA0535,Madhya Pradesh,Balaghat,Village_49,IFR,8.77,7.76,157.0,SDLC,1.0,1.0,1.29,1.0,21.683669,80.264335,Pending,11.52
FRA0536,Chhattisgarh,Kanker,Village_67,IFR,3.06,3.01,37.0,Title Issued,1.0,0.0,60.37,2.0,20.331677,81.597345,Rejected,1.63
FRA0537,Odisha,Mayurbhanj,Village_99,CFR,1.85,1.69,175.0,Gram Sabha,0.0,1.0,58.24,1.0,22.053645,86.868608,Pending,8.65
FRA0538,Maharashtra,Gadchiroli,Village_21,CR,7.82,8.21,56.0,SDLC,0.0,0.0,55.54,0.0,20.053864,80.011455,Rejected,4.99
FRA0539,Jharkhand,Simdega,Village_81,CR,4.44,4.6,159.0,DLC,1.0,0.0,28.21,1.0,22.490753,84.606527,Rejected,3.6
FRA0540,Maharashtra,Nashik,Village_78,CFR,5.03,4.56,116.0,Gram Sabha,0.0,1.0,9.11,2.0,20.073804,73.856731,Approved,9.34
FRA0541,Chhattisgarh,Kanker,Village_39,CFR,5.17,5.24,121.0,Title Issued,1.0,0.0,62.63,2.0,20.245922,81.395287,Approved,1.35
FRA0542,Chhattisgarh,Kanker,Village_52,CR,8.98,8.48,175.0,Title Issued,1.0,1.0,86.5,3.0,20.349239,81.498165,Pending,5.57
FRA0543,Maharashtra,Gadchiroli,Village_88,CFR,2.83,2.75,44.0,Gram Sabha,1.0,0.0,34.52,0.0,20.042689,79.977621,Pending,2.83
FRA0544,Chhattisgarh,Kanker,Village_17,CFR,6.26,5.39,163.0,Title Issued,1.0,1.0,16.24,0.0,20.264544,81.61027,Pending,13.9
FRA0545,Jharkhand,Ranchi,Village_7,IFR,6.27,5.82,154.0,Title Issued,1.0,1.0,15.65,0.0,23.330006,85.379982,Approved,7.18
FRA0546,Madhya Pradesh,Balaghat,Village_85,CFR,1.8,1.86,37.0,Gram Sabha,0.0,1.0,36.85,2.0,21.891543,80.100458,Approved,3.33
FRA0547,Jharkhand,Ranchi,Village_15,CR,2.59,2.54,58.0,Gram Sabha,0.0,0.0,62.4,0.0,23.430508,85.451231,Pending,1.93
FRA0548,Jharkhand,Ranchi,Village_30,IFR,9.96,9.51,95.0,Gram Sabha,0.0,1.0,32.85,0.0,23.312439,85.265449,Pending,4.52
FRA0549,Maharashtra,Nashik,Village_12,IFR,6.33,6.61,76.0,DLC,1.0,1.0,79.63,2.0,20.125972,73.824274,Pending,4.42
FRA0550,Jharkhand,Ranchi,Village_98,IFR,1.9,1.86,51.0,DLC,0.0,0.0,8.59,3.0,23.435305,85.422443,Approved,2.11
FRA0551,Chhattisgarh,Bastar,Village_91,IFR,3.92,3.43,63.0,Title Issued,0.0,0.0,28.6,3.0,19.130949,81.807629,Pending,12.5
FRA0552,Odisha,Koraput,Village_97,CR,5.02,5.1,79.0,Gram Sabha,0.0,1.0,84.49,3.0,18.876413,82.812808,Approved,1.59
FRA0553,Jharkhand,Ranchi,Village_14,IFR,4.37,3.93,31.0,DLC,1.0,0.0,20.32,3.0,23.245393,85.270923,Pending,10.07
FRA0554,Maharashtra,Nandurbar,Village_86,IFR,4.48,4.64,88.0,Gram Sabha,0.0,0.0,74.95,0.0,21.399955,74.372398,Rejected,3.57
FRA0555,Odisha,Mayurbhanj,Village_2,IFR,1.7,1.49,69.0,Gram Sabha,1.0,0.0,15.13,3.0,21.816658,86.676859,Approved,12.35
FRA0556,Madhya Pradesh,Dindori,Village_99,IFR,3.29,3.15,20.0,Title Issued,1.0,1.0,82.72,2.0,22.849942,81.001629,Pending,4.26
FRA0557,Odisha,Keonjhar,Village_48,CFR,1.39,1.23,129.0,Title Issued,1.0,0.0,48.08,1.0,21.73924,85.690326,Rejected,11.51
FRA0558,Odisha,Koraput,Village_49,CR,3.1,2.8,88.0,SDLC,0.0,1.0,76.37,1.0,18.707755,82.719246,Rejected,9.68
FRA0559,Odisha,Mayurbhanj,Village_63,IFR,2.11,1.82,170.0,Title Issued,0.0,0.0,80.25,1.0,21.923085,86.861173,Rejected,13.74
FRA0560,Chhattisgarh,Bastar,Village_92,CR,2.07,2.03,158.0,Gram Sabha,0.0,1.0,38.45,2.0,19.084123,81.845559,Pending,1.93
FRA0561,Jharkhand,Ranchi,Village_100,IFR,1.23,1.08,133.0,SDLC,0.0,1.0,71.72,2.0,23.2444,85.448204,Pending,12.2
FRA0562,Madhya Pradesh,Mandla,Village_78,IFR,1.81,1.61,82.0,Title Issued,1.0,0.0,35.78,1.0,22.45784,80.498396,Pending,11.05
FRA0563,Odisha,Keonjhar,Village_87,CR,2.06,1.8,103.0,Title Issued,1.0,0.0,10.15,0.0,21.703602,85.528369,Pending,12.62
FRA0564,Odisha,Koraput,Village_3,CFR,7.4,6.88,150.0,Title Issued,1.0,1.0,43.99,0.0,18.923927,82.764385,Pending,7.03
FRA0565,Jharkhand,Ranchi,Village_47,CR,8.88,8.31,96.0,Title Issued,1.0,1.0,41.05,1.0,23.196004,85.438278,Approved,6.42
FRA0566,Jharkhand,Gumla,Village_28,IFR,5.55,5.64,98.0,DLC,1.0,1.0,35.38,1.0,23.032473,84.462054,Pending,1.62
FRA0567,Chhattisgarh,Bastar,Village_39,CR,4.93,4.8,146.0,SDLC,1.0,1.0,80.76,2.0,18.955669,82.035336,Pending,2.64
FRA0568,Maharashtra,Gadchiroli,Village_63,IFR,6.79,6.54,61.0,SDLC,0.0,1.0,41.83,2.0,20.151448,79.884197,Rejected,3.68
FRA0569,Jharkhand,Gumla,Village_93,IFR,6.7,5.83,156.0,SDLC,1.0,1.0,45.93,3.0,22.929233,84.644604,Approved,12.99
FRA0570,Maharashtra,Nashik,Village_54,CR,1.43,1.24,123.0,DLC,1.0,0.0,62.71,1.0,19.895244,73.667118,Pending,13.29
FRA0571,Chhattisgarh,Bastar,Village_4,CR,4.38,4.13,147.0,Title Issued,0.0,0.0,85.02,3.0,19.031648,81.993967,Approved,5.71
FRA0572,Chhattisgarh,Bastar,Village_79,IFR,5.89,5.33,80.0,Title Issued,1.0,0.0,22.39,2.0,19.24985,81.974337,Approved,9.51
FRA0573,Chhattisgarh,Kanker,Village_46,CFR,7.81,8.16,112.0,SDLC,1.0,0.0,4.11,1.0,20.416555,81.349444,Approved,4.48
FRA0574,Odisha,Keonjhar,Village_16,CR,7.35,7.52,146.0,DLC,1.0,0.0,51.11,0.0,21.73607,85.719408,Pending,2.31
FRA0575,Chhattisgarh,Surguja,Village_17,IFR,7.05,6.14,37.0,DLC,1.0,0.0,51.96,1.0,22.859574,83.136497,Pending,12.91
FRA0576,Odisha,Koraput,Village_63,IFR,3.2,2.87,67.0,Gram Sabha,0.0,0.0,89.58,0.0,18.69155,82.769758,Approved,10.31
FRA0577,Odisha,Keonjhar,Village_28,IFR,3.43,3.16,31.0,Gram Sabha,0.0,1.0,2.69,1.0,21.527928,85.548559,Pending,7.87
FRA0578,Maharashtra,Nashik,Village_63,IFR,5.0,4.72,161.0,DLC,1.0,0.0,86.71,1.0,19.883483,73.689456,Pending,5.6
FRA0579,Chhattisgarh,Kanker,Village_82,CR,3.57,3.18,75.0,Gram Sabha,0.0,0.0,42.26,3.0,20.401743,81.567809,Approved,10.92
FRA0580,Madhya Pradesh,Dindori,Village_87,CFR,4.65,4.29,118.0,SDLC,0.0,0.0,16.12,0.0,23.080138,81.228459,Rejected,7.74
FRA0581,Madhya Pradesh,Dindori,Village_23,CR,5.72,5.81,89.0,Title Issued,1.0,1.0,34.9,0.0,22.836423,80.99183,Approved,1.57
FRA0582,Odisha,Mayurbhanj,Village_31,CR,8.05,8.23,34.0,Gram Sabha,1.0,0.0,4.19,0.0,21.864903,86.771998,Approved,2.24
FRA0583,Maharashtra,Nashik,Village_1,CR,4.27,4.12,138.0,Gram Sabha,0.0,0.0,89.69,1.0,19.969346,73.899146,Rejected,3.51
FRA0584,Madhya Pradesh,Dindori,Village_24,CFR,7.77,6.73,69.0,Gram Sabha,0.0,0.0,80.31,0.0,22.986203,81.05616,Rejected,13.38
FRA0585,Madhya Pradesh,Dindori,Village_72,CFR,4.31,4.23,45.0,DLC,0.0,0.0,85.41,3.0,22.920945,81.179427,Pending,1.86
FRA0586,Maharashtra,Gadchiroli,Village_11,CFR,3.93,4.1,102.0,SDLC,1.0,0.0,56.1,2.0,20.092047,80.089315,Approved,4.33
FRA0587,Odisha,Mayurbhanj,Village_56,IFR,5.17,4.87,170.0,Gram Sabha,1.0,1.0,24.89,0.0,21.859373,86.657767,Rejected,5.8
FRA0588,Jharkhand,Gumla,Village_7,CFR,2.2,2.24,142.0,Gram Sabha,0.0,0.0,13.43,3.0,23.163843,84.468153,Pending,1.82
FRA0589,Maharashtra,Nandurbar,Village_85,IFR,1.5,1.35,138.0,Gram Sabha,1.0,1.0,16.74,3.0,21.281291,74.181838,Pending,10.0
FRA0590,Odisha,Koraput,Village_35,CR,9.18,8.59,45.0,DLC,0.0,1.0,58.09,0.0,18.806385,82.585899,Pending,6.43
FRA0591,Jharkhand,Simdega,Village_4,CR,6.23,5.7,34.0,SDLC,1.0,1.0,62.2,1.0,22.680123,84.526596,Approved,8.51
FRA0592,Chhattisgarh,Bastar,Village_7,CR,1.54,1.5,168.0,DLC,0.0,1.0,37.73,0.0,19.206783,81.875654,Approved,2.6
FRA0593,Odisha,Mayurbhanj,Village_53,CR,9.44,8.93,85.0,DLC,0.0,0.0,86.27,1.0,22.002923,86.653031,Rejected,5.4
FRA0594,Odisha,Mayurbhanj,Village_82,CR,4.59,4.45,73.0,Title Issued,1.0,1.0,68.71,3.0,21.984377,86.688498,Pending,3.05
FRA0595,Maharashtra,Nandurbar,Village_38,IFR,7.93,8.0,150.0,DLC,0.0,1.0,21.5,2.0,21.422214,74.197875,Pending,0.88
FRA0596,Odisha,Keonjhar,Village_15,CR,8.67,7.7,108.0,Gram Sabha,0.0,0.0,46.94,3.0,21.593112,85.562793,Approved,11.19
FRA0597,Odisha,Mayurbhanj,Village_1,IFR,6.84,6.4,173.0,Gram Sabha,1.0,1.0,89.76,3.0,21.888365,86.781495,Approved,6.43
FRA0598,Odisha,Keonjhar,Village_24,CFR,7.01,6.65,30.0,Title Issued,1.0,1.0,74.65,0.0,21.751108,85.442549,Pending,5.14
FRA0599,Odisha,Koraput,Village_17,CFR,8.64,8.64,58.0,SDLC,1.0,1.0,34.58,0.0,18.815838,82.780146,Rejected,0.0
FRA0600,Maharashtra,Nandurbar,Village_47,CR,6.86,6.81,74.0,Gram Sabha,1.0,0.0,46.75,2.0,21.246126,74.176672,Rejected,0.73
FRA0601,Chhattisgarh,Kanker,Village_37,CFR,6.35,5.97,84.0,DLC,1.0,0.0,19.57,3.0,20.243666,81.596025,Rejected,5.98
FRA0602,Maharashtra,Gadchiroli,Village_6,CFR,2.79,2.68,102.0,Gram Sabha,1.0,0.0,17.08,3.0,20.275837,80.002439,Rejected,3.94
FRA0603,Jharkhand,Ranchi,Village_31,IFR,6.05,5.62,67.0,Title Issued,0.0,1.0,56.06,1.0,23.259984,85.377882,Rejected,7.11
FRA0604,Chhattisgarh,Bastar,Village_53,IFR,2.76,2.73,23.0,Title Issued,0.0,1.0,40.44,3.0,19.0041,81.979318,Approved,1.09
FRA0605,Madhya Pradesh,Dindori,Village_95,IFR,5.21,5.4,86.0,Gram Sabha,0.0,1.0,83.8,0.0,23.011249,80.979688,Rejected,3.65
FRA0606,Chhattisgarh,Kanker,Village_74,CFR,9.7,10.11,122.0,Gram Sabha,1.0,1.0,79.59,2.0,20.266697,81.390451,Approved,4.23
FRA0607,Maharashtra,Nandurbar,Village_49,CR,9.01,8.14,26.0,Gram Sabha,0.0,1.0,75.25,2.0,21.354289,74.159464,Approved,9.66
FRA0608,Jharkhand,Simdega,Village_45,IFR,6.81,6.92,115.0,DLC,0.0,0.0,24.48,3.0,22.681947,84.405921,Approved,1.62
FRA0609,Maharashtra,Nashik,Village_27,CR,8.18,8.15,47.0,Gram Sabha,1.0,1.0,31.64,3.0,20.05285,73.823372,Approved,0.37
FRA0610,Jharkhand,Ranchi,Village_8,CFR,9.03,8.96,44.0,SDLC,0.0,0.0,28.16,3.0,23.236151,85.249609,Rejected,0.78
FRA0611,Chhattisgarh,Kanker,Village_65,CR,1.05,1.08,120.0,Gram Sabha,1.0,0.0,41.17,3.0,20.174096,81.515647,Rejected,2.86
FRA0612,Jharkhand,Gumla,Village_57,CR,8.37,7.95,146.0,Title Issued,0.0,0.0,22.79,0.0,22.910764,84.447078,Approved,5.02
FRA0613,Odisha,Koraput,Village_52,IFR,7.2,6.6,101.0,Title Issued,0.0,1.0,15.97,0.0,18.815713,82.794855,Approved,8.33
FRA0614,Odisha,Mayurbhanj,Village_55,CFR,3.28,3.16,151.0,Gram Sabha,0.0,1.0,45.03,1.0,21.843862,86.613656,Approved,3.66
FRA0615,Odisha,Mayurbhanj,Village_70,CR,8.52,7.95,68.0,Title Issued,1.0,0.0,47.05,1.0,21.92927,86.784107,Approved,6.69
FRA0616,Maharashtra,Nashik,Village_49,IFR,8.17,7.35,71.0,Title Issued,0.0,0.0,51.09,3.0,19.856593,73.750037,Approved,10.04
FRA0617,Jharkhand,Ranchi,Village_93,CR,4.44,3.88,76.0,Gram Sabha,0.0,1.0,29.64,2.0,23.440929,85.450003,Rejected,12.61
FRA0618,Jharkhand,Ranchi,Village_17,CR,9.27,9.62,31.0,Gram Sabha,0.0,1.0,81.17,1.0,23.196494,85.211359,Pending,3.78
FRA0619,Maharashtra,Gadchiroli,Village_80,CFR,8.54,8.2,57.0,Gram Sabha,0.0,1.0,38.92,1.0,20.212056,79.8708,Rejected,3.98
FRA0620,Chhattisgarh,Bastar,Village_100,CR,2.74,2.36,90.0,SDLC,1.0,1.0,66.36,0.0,19.152593,81.855096,Pending,13.87
FRA0621,Madhya Pradesh,Mandla,Village_41,IFR,5.92,5.7,36.0,Title Issued,1.0,1.0,76.37,1.0,22.622088,80.320557,Rejected,3.72
FRA0622,Chhattisgarh,Surguja,Village_36,CFR,4.83,4.49,100.0,Gram Sabha,0.0,1.0,36.44,2.0,22.807643,83.240654,Pending,7.04
FRA0623,Madhya Pradesh,Dindori,Village_12,IFR,7.41,7.2,97.0,DLC,0.0,1.0,33.28,2.0,23.000423,81.159879,Approved,2.83
FRA0624,Madhya Pradesh,Dindori,Village_17,CFR,8.1,7.63,119.0,Title Issued,0.0,0.0,82.45,1.0,22.850748,80.972715,Approved,5.8
FRA0625,Chhattisgarh,Bastar,Village_60,IFR,8.03,6.93,113.0,Gram Sabha,0.0,0.0,64.61,1.0,19.039422,81.860937,Approved,13.7
FRA0626,Jharkhand,Simdega,Village_65,CR,6.36,5.85,155.0,Gram Sabha,0.0,1.0,67.47,0.0,22.575231,84.477209,Rejected,8.02
FRA0627,Maharashtra,Nashik,Village_31,IFR,5.34,4.59,88.0,Title Issued,0.0,1.0,10.98,1.0,19.995259,73.832982,Pending,14.04
FRA0628,Chhattisgarh,Surguja,Village_78,CFR,5.88,5.0,46.0,SDLC,1.0,1.0,80.05,0.0,22.773256,83.236294,Rejected,14.97
FRA0629,Jharkhand,Simdega,Village_88,CFR,8.05,6.91,41.0,DLC,1.0,0.0,10.15,3.0,22.594799,84.477507,Rejected,14.16
FRA0630,Maharashtra,Nashik,Village_81,CR,7.38,7.47,112.0,SDLC,0.0,0.0,24.25,0.0,20.106372,73.916832,Pending,1.22
FRA0631,Madhya Pradesh,Mandla,Village_64,IFR,4.3,3.76,143.0,SDLC,0.0,0.0,18.56,0.0,22.742981,80.349124,Approved,12.56
FRA0632,Madhya Pradesh,Dindori,Village_6,CR,7.72,7.83,177.0,DLC,0.0,0.0,9.56,3.0,22.957856,81.070517,Rejected,1.42
FRA0633,Jharkhand,Ranchi,Village_82,CR,2.58,2.28,155.0,DLC,0.0,0.0,43.7,0.0,23.318286,85.454695,Pending,11.63
FRA0634,Chhattisgarh,Surguja,Village_17,CFR,3.16,2.88,36.0,DLC,0.0,1.0,88.47,3.0,22.816373,83.148802,Pending,8.86
FRA0635,Jharkhand,Ranchi,Village_96,CFR,9.73,9.56,86.0,Title Issued,0.0,1.0,86.28,1.0,23.256925,85.428011,Approved,1.75
FRA0636,Chhattisgarh,Kanker,Village_55,CFR,7.62,6.49,57.0,Title Issued,0.0,0.0,7.69,2.0,20.1571,81.614942,Pending,14.83
FRA0637,Madhya Pradesh,Mandla,Village_55,IFR,3.43,3.05,66.0,Gram Sabha,1.0,0.0,34.8,0.0,22.731401,80.378622,Rejected,11.08
FRA0638,Odisha,Koraput,Village_22,IFR,3.63,3.13,84.0,Gram Sabha,0.0,0.0,78.61,0.0,18.803178,82.642996,Pending,13.77
FRA0639,Chhattisgarh,Kanker,Village_86,CFR,4.4,4.22,119.0,SDLC,0.0,1.0,28.77,3.0,20.129069,81.576865,Pending,4.09
FRA0640,Odisha,Keonjhar,Village_20,IFR,6.32,6.36,149.0,DLC,0.0,0.0,13.67,2.0,21.508813,85.578877,Rejected,0.63
FRA0641,Odisha,Koraput,Village_72,CR,2.47,2.32,147.0,Title Issued,1.0,1.0,32.03,2.0,18.908718,82.564691,Pending,6.07
FRA0642,Madhya Pradesh,Balaghat,Village_91,CFR,3.56,3.64,23.0,SDLC,0.0,1.0,56.63,0.0,21.842471,80.160885,Rejected,2.25
FRA0643,Jharkhand,Ranchi,Village_42,CR,9.01,8.08,143.0,SDLC,0.0,0.0,49.0,2.0,23.353784,85.373502,Rejected,10.32
FRA0644,Jharkhand,Ranchi,Village_55,CR,6.96,7.25,119.0,DLC,0.0,0.0,68.42,0.0,23.262128,85.348324,Rejected,4.17
FRA0645,Maharashtra,Nandurbar,Village_70,CR,2.83,2.55,117.0,DLC,0.0,0.0,51.72,1.0,21.27959,74.35388,Rejected,9.89
FRA0646,Maharashtra,Nashik,Village_46,CFR,5.71,5.45,84.0,DLC,0.0,0.0,25.96,2.0,19.850631,73.856313,Rejected,4.55
FRA0647,Jharkhand,Simdega,Village_50,IFR,4.22,3.88,114.0,SDLC,0.0,0.0,76.3,3.0,22.573916,84.429528,Rejected,8.06
FRA0648,Madhya Pradesh,Balaghat,Village_97,CR,7.46,6.59,152.0,DLC,0.0,1.0,47.81,2.0,21.792581,80.157486,Pending,11.66
FRA0649,Madhya Pradesh,Dindori,Village_4,CR,6.27,5.85,136.0,Gram Sabha,0.0,1.0,14.84,0.0,23.086441,81.112615,Approved,6.7
FRA0650,Jharkhand,Gumla,Village_43,CFR,2.05,1.81,167.0,SDLC,0.0,0.0,33.57,1.0,22.896258,84.390499,Rejected,11.71
FRA0651,Madhya Pradesh,Mandla,Village_15,CR,5.43,4.97,107.0,Gram Sabha,1.0,1.0,25.63,2.0,22.56633,80.425437,Pending,8.47
FRA0652,Madhya Pradesh,Mandla,Village_81,CFR,2.52,2.26,167.0,DLC,0.0,1.0,43.27,2.0,22.619687,80.505174,Approved,10.32
FRA0653,Odisha,Mayurbhanj,Village_82,IFR,8.9,8.18,91.0,SDLC,0.0,1.0,71.95,0.0,21.805897,86.57683,Rejected,8.09
FRA0654,Maharashtra,Nashik,Village_31,IFR,7.8,7.26,146.0,DLC,1.0,1.0,48.11,2.0,20.069799,73.862336,Approved,6.92
FRA0655,Chhattisgarh,Bastar,Village_98,IFR,2.86,2.45,37.0,Title Issued,0.0,0.0,73.53,3.0,19.22913,81.828234,Rejected,14.34
FRA0656,Maharashtra,Nashik,Village_18,CFR,1.72,1.64,149.0,SDLC,0.0,0.0,62.86,2.0,20.097817,73.916629,Approved,4.65
FRA0657,Maharashtra,Nandurbar,Village_95,CFR,5.34,5.33,101.0,DLC,1.0,1.0,62.86,1.0,21.391119,74.351512,Approved,0.19
FRA0658,Madhya Pradesh,Mandla,Village_76,IFR,5.96,5.18,28.0,Title Issued,0.0,0.0,7.07,3.0,22.617652,80.258996,Approved,13.09
FRA0659,Chhattisgarh,Kanker,Village_59,CFR,9.77,9.4,80.0,SDLC,1.0,1.0,32.54,1.0,20.292498,81.51155,Pending,3.79
FRA0660,Jharkhand,Simdega,Village_66,IFR,6.66,6.67,78.0,SDLC,0.0,0.0,19.49,0.0,22.623727,84.591406,Rejected,0.15
FRA0661,Maharashtra,Nandurbar,Village_83,IFR,1.63,1.55,99.0,Title Issued,0.0,1.0,63.22,0.0,21.356731,74.261328,Approved,4.91
FRA0662,Chhattisgarh,Surguja,Village_43,CR,4.78,4.33,170.0,Title Issued,1.0,1.0,81.99,1.0,22.886303,83.110416,Pending,9.41
FRA0663,Jharkhand,Ranchi,Village_10,IFR,9.06,8.87,163.0,DLC,1.0,1.0,78.12,0.0,23.485994,85.409856,Approved,2.1
FRA0664,Madhya Pradesh,Balaghat,Village_9,IFR,4.08,3.65,77.0,DLC,1.0,1.0,4.04,3.0,21.924155,80.284956,Approved,10.54
FRA0665,Chhattisgarh,Bastar,Village_93,IFR,1.84,1.76,117.0,Gram Sabha,1.0,1.0,23.4,1.0,19.200538,81.88724,Approved,4.35
FRA0666,Madhya Pradesh,Mandla,Village_57,CR,2.22,2.23,137.0,Title Issued,1.0,0.0,40.97,2.0,22.670706,80.269136,Pending,0.45
FRA0667,Jharkhand,Simdega,Village_28,IFR,1.61,1.41,25.0,SDLC,0.0,0.0,7.96,0.0,22.733295,84.428914,Rejected,12.42
FRA0668,Chhattisgarh,Kanker,Village_5,CFR,8.42,8.75,36.0,SDLC,0.0,1.0,67.71,2.0,20.164444,81.401948,Rejected,3.92
FRA0669,Madhya Pradesh,Dindori,Village_62,CR,3.52,3.65,179.0,Title Issued,0.0,0.0,76.72,0.0,23.046665,80.979835,Pending,3.69
FRA0670,Chhattisgarh,Bastar,Village_57,CR,8.07,7.54,137.0,Gram Sabha,1.0,1.0,12.58,1.0,19.023912,82.052875,Pending,6.57
FRA0671,Madhya Pradesh,Mandla,Village_70,IFR,9.53,9.81,135.0,Title Issued,0.0,0.0,27.25,2.0,22.578198,80.447315,Approved,2.94
FRA0672,Chhattisgarh,Kanker,Village_75,IFR,5.51,5.73,178.0,Title Issued,1.0,0.0,33.39,3.0,20.297636,81.401137,Rejected,3.99
FRA0673,Odisha,Koraput,Village_80,CR,5.7,5.84,44.0,Gram Sabha,0.0,1.0,89.87,2.0,18.835557,82.859239,Approved,2.46
FRA0674,Jharkhand,Ranchi,Village_3,CFR,9.44,9.58,55.0,Gram Sabha,0.0,1.0,27.38,3.0,23.254593,85.197264,Pending,1.48
FRA0675,Odisha,Koraput,Village_73,IFR,4.94,4.4,48.0,Title Issued,1.0,0.0,26.87,3.0,18.736062,82.590534,Approved,10.93
FRA0676,Odisha,Keonjhar,Village_64,CFR,4.94,4.57,38.0,SDLC,0.0,0.0,49.5,0.0,21.753141,85.506703,Approved,7.49
FRA0677,Madhya Pradesh,Balaghat,Village_50,IFR,5.69,5.67,161.0,SDLC,1.0,1.0,74.32,0.0,21.887056,80.085934,Pending,0.35
FRA0678,Chhattisgarh,Kanker,Village_91,CR,5.27,5.34,40.0,Gram Sabha,0.0,0.0,43.86,2.0,20.336831,81.450692,Rejected,1.33
FRA0679,Madhya Pradesh,Dindori,Village_85,IFR,5.49,5.11,33.0,Title Issued,0.0,0.0,65.88,0.0,23.071716,81.008658,Pending,6.92
FRA0680,Jharkhand,Simdega,Village_13,CFR,3.26,3.22,151.0,Gram Sabha,0.0,1.0,41.61,3.0,22.680353,84.477306,Pending,1.23
FRA0681,Jharkhand,Simdega,Village_69,IFR,7.58,7.25,106.0,Gram Sabha,0.0,1.0,7.47,1.0,22.50447,84.583645,Pending,4.35
FRA0682,Chhattisgarh,Surguja,Village_2,CR,1.99,1.94,54.0,DLC,0.0,0.0,7.83,2.0,23.039921,83.215667,Rejected,2.51
FRA0683,Odisha,Mayurbhanj,Village_44,CR,5.06,4.86,161.0,DLC,0.0,1.0,68.36,1.0,22.023635,86.777326,Pending,3.95
FRA0684,Jharkhand,Gumla,Village_59,IFR,4.47,3.84,102.0,Gram Sabha,1.0,0.0,74.85,1.0,22.937407,84.421674,Approved,14.09
FRA0685,Maharashtra,Nashik,Village_38,IFR,7.61,7.8,83.0,Gram Sabha,1.0,1.0,19.24,0.0,20.147818,73.70661,Pending,2.5
FRA0686,Odisha,Mayurbhanj,Village_94,CFR,2.58,2.27,136.0,DLC,0.0,1.0,9.44,3.0,22.073215,86.727186,Approved,12.02
FRA0687,Chhattisgarh,Bastar,Village_84,CR,5.51,5.27,136.0,SDLC,1.0,1.0,75.67,1.0,19.012677,81.820784,Pending,4.36
FRA0688,Chhattisgarh,Surguja,Village_51,CFR,3.16,3.31,52.0,SDLC,1.0,1.0,28.8,0.0,23.037554,83.181892,Pending,4.75
FRA0689,Madhya Pradesh,Mandla,Village_93,IFR,4.8,4.46,29.0,SDLC,1.0,1.0,39.2,2.0,22.595057,80.286117,Rejected,7.08
FRA0690,Odisha,Keonjhar,Village_54,CR,5.54,5.32,98.0,Title Issued,0.0,1.0,66.3,2.0,21.659166,85.517459,Approved,3.97
