claim_id,state,district,risk_score,risk_level,priority,decision_brief
FRA0733,Chhattisgarh,Bastar,25,LOW,Normal,"Claim FRA0733 from Bastar, Chhattisgarh has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0734,Jharkhand,Ranchi,15,LOW,Normal,"Claim FRA0734 from Ranchi, Jharkhand has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0735,Odisha,Keonjhar,45,MEDIUM,Moderate,"Claim FRA0735 from Keonjhar, Odisha has a risk score of 45/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0736,Odisha,Mayurbhanj,15,LOW,Normal,"Claim FRA0736 from Mayurbhanj, Odisha has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0737,Maharashtra,Gadchiroli,20,LOW,Normal,"Claim FRA0737 from Gadchiroli, Maharashtra has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0738,Madhya Pradesh,Balaghat,20,LOW,Normal,"Claim FRA0738 from Balaghat, Madhya Pradesh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0739,Madhya Pradesh,Balaghat,30,LOW,Normal,"Claim FRA0739 from Balaghat, Madhya Pradesh has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0740,Odisha,Koraput,15,LOW,Normal,"Claim FRA0740 from Koraput, Odisha has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0741,Chhattisgarh,Kanker,15,LOW,Normal,"Claim FRA0741 from Kanker, Chhattisgarh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0742,Chhattisgarh,Kanker,30,LOW,Normal,"Claim FRA0742 from Kanker, Chhattisgarh has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0743,Madhya Pradesh,Mandla,5,LOW,Normal,"Claim FRA0743 from Mandla, Madhya Pradesh has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0744,Odisha,Mayurbhanj,45,MEDIUM,Moderate,"Claim FRA0744 from Mayurbhanj, Odisha has a risk score of 45/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0745,Jharkhand,Simdega,35,MEDIUM,Moderate,"Claim FRA0745 from Simdega, Jharkhand has a risk score of 35/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | Moderate claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0746,Madhya Pradesh,Dindori,15,LOW,Normal,"Claim FRA0746 from Dindori, Madhya Pradesh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0747,Maharashtra,Gadchiroli,35,MEDIUM,Moderate,"Claim FRA0747 from Gadchiroli, Maharashtra has a risk score of 35/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | Moderate claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0748,Jharkhand,Ranchi,0,LOW,Normal,"Claim FRA0748 from Ranchi, Jharkhand has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0749,Madhya Pradesh,Dindori,35,MEDIUM,Moderate,"Claim FRA0749 from Dindori, Madhya Pradesh has a risk score of 35/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | Moderate claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0750,Madhya Pradesh,Dindori,20,LOW,Normal,"Claim FRA0750 from Dindori, Madhya Pradesh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0751,Chhattisgarh,Surguja,15,LOW,Normal,"Claim FRA0751 from Surguja, Chhattisgarh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0752,Jharkhand,Simdega,15,LOW,Normal,"Claim FRA0752 from Simdega, Jharkhand has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0753,Chhattisgarh,Surguja,30,LOW,Normal,"Claim FRA0753 from Surguja, Chhattisgarh has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0754,Chhattisgarh,Kanker,45,MEDIUM,Moderate,"Claim FRA0754 from Kanker, Chhattisgarh has a risk score of 45/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0755,Maharashtra,Gadchiroli,30,LOW,Normal,"Claim FRA0755 from Gadchiroli, Maharashtra has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0756,Maharashtra,Nandurbar,0,LOW,Normal,"Claim FRA0756 from Nandurbar, Maharashtra has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0757,Odisha,Mayurbhanj,15,LOW,Normal,"Claim FRA0757 from Mayurbhanj, Odisha has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0758,Maharashtra,Nashik,30,LOW,Normal,"Claim FRA0758 from Nashik, Maharashtra has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0759,Madhya Pradesh,Dindori,25,LOW,Normal,"Claim FRA0759 from Dindori, Madhya Pradesh has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0760,Odisha,Koraput,15,LOW,Normal,"Claim FRA0760 from Koraput, Odisha has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0761,Odisha,Mayurbhanj,0,LOW,Normal,"Claim FRA0761 from Mayurbhanj, Odisha has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0762,Jharkhand,Ranchi,5,LOW,Normal,"Claim FRA0762 from Ranchi, Jharkhand has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0763,Chhattisgarh,Kanker,50,MEDIUM,Moderate,"Claim FRA0763 from Kanker, Chhattisgarh has a risk score of 50/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap | ML anomaly detected. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0764,Madhya Pradesh,Balaghat,5,LOW,Normal,"Claim FRA0764 from Balaghat, Madhya Pradesh has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0765,Jharkhand,Ranchi,20,LOW,Normal,"Claim FRA0765 from Ranchi, Jharkhand has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0766,Madhya Pradesh,Mandla,0,LOW,Normal,"Claim FRA0766 from Mandla, Madhya Pradesh has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0767,Chhattisgarh,Kanker,35,MEDIUM,Moderate,"Claim FRA0767 from Kanker, Chhattisgarh has a risk score of 35/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | Moderate claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0768,Madhya Pradesh,Mandla,20,LOW,Normal,"Claim FRA0768 from Mandla, Madhya Pradesh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0769,Jharkhand,Ranchi,20,LOW,Normal,"Claim FRA0769 from Ranchi, Jharkhand has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0770,Madhya Pradesh,Balaghat,20,LOW,Normal,"Claim FRA0770 from Balaghat, Madhya Pradesh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0771,Maharashtra,Gadchiroli,30,LOW,Normal,"Claim FRA0771 from Gadchiroli, Maharashtra has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0772,Jharkhand,Simdega,20,LOW,Normal,"Claim FRA0772 from Simdega, Jharkhand has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0773,Chhattisgarh,Bastar,5,LOW,Normal,"Claim FRA0773 from Bastar, Chhattisgarh has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0774,Jharkhand,Simdega,30,LOW,Normal,"Claim FRA0774 from Simdega, Jharkhand has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0775,Maharashtra,Nashik,25,LOW,Normal,"Claim FRA0775 from Nashik, Maharashtra has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0776,Maharashtra,Gadchiroli,15,LOW,Normal,"Claim FRA0776 from Gadchiroli, Maharashtra has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections | ML anomaly detected. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0777,Chhattisgarh,Kanker,0,LOW,Normal,"Claim FRA0777 from Kanker, Chhattisgarh has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0778,Maharashtra,Nashik,20,LOW,Normal,"Claim FRA0778 from Nashik, Maharashtra has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0779,Maharashtra,Gadchiroli,15,LOW,Normal,"Claim FRA0779 from Gadchiroli, Maharashtra has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0780,Maharashtra,Nandurbar,0,LOW,Normal,"Claim FRA0780 from Nandurbar, Maharashtra has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0781,Madhya Pradesh,Dindori,35,MEDIUM,Moderate,"Claim FRA0781 from Dindori, Madhya Pradesh has a risk score of 35/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | Moderate claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0782,Odisha,Keonjhar,10,LOW,Normal,"Claim FRA0782 from Keonjhar, Odisha has a risk score of 10/100 (LOW). No major risk indicators were detected for this claim. Key factors: ML anomaly detected. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0783,Odisha,Mayurbhanj,5,LOW,Normal,"Claim FRA0783 from Mayurbhanj, Odisha has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0784,Odisha,Mayurbhanj,15,LOW,Normal,"Claim FRA0784 from Mayurbhanj, Odisha has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0785,Maharashtra,Nandurbar,25,LOW,Normal,"Claim FRA0785 from Nandurbar, Maharashtra has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0786,Jharkhand,Ranchi,15,LOW,Normal,"Claim FRA0786 from Ranchi, Jharkhand has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0787,Chhattisgarh,Kanker,0,LOW,Normal,"Claim FRA0787 from Kanker, Chhattisgarh has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0788,Jharkhand,Ranchi,0,LOW,Normal,"Claim FRA0788 from Ranchi, Jharkhand has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0789,Odisha,Koraput,35,MEDIUM,Moderate,"Claim FRA0789 from Koraput, Odisha has a risk score of 35/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | Moderate claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0790,Chhattisgarh,Surguja,0,LOW,Normal,"Claim FRA0790 from Surguja, Chhattisgarh has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0791,Maharashtra,Gadchiroli,20,LOW,Normal,"Claim FRA0791 from Gadchiroli, Maharashtra has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0792,Maharashtra,Nashik,5,LOW,Normal,"Claim FRA0792 from Nashik, Maharashtra has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0793,Chhattisgarh,Kanker,30,LOW,Normal,"Claim FRA0793 from Kanker, Chhattisgarh has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0794,Chhattisgarh,Kanker,0,LOW,Normal,"Claim FRA0794 from Kanker, Chhattisgarh has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0795,Jharkhand,Gumla,5,LOW,Normal,"Claim FRA0795 from Gumla, Jharkhand has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0796,Jharkhand,Simdega,5,LOW,Normal,"Claim FRA0796 from Simdega, Jharkhand has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0797,Chhattisgarh,Kanker,20,LOW,Normal,"Claim FRA0797 from Kanker, Chhattisgarh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0798,Madhya Pradesh,Balaghat,20,LOW,Normal,"Claim FRA0798 from Balaghat, Madhya Pradesh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0799,Chhattisgarh,Surguja,25,LOW,Normal,"Claim FRA0799 from Surguja, Chhattisgarh has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0800,Jharkhand,Simdega,20,LOW,Normal,"Claim FRA0800 from Simdega, Jharkhand has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0801,Chhattisgarh,Kanker,25,LOW,Normal,"Claim FRA0801 from Kanker, Chhattisgarh has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | ML anomaly detected. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0802,Odisha,Mayurbhanj,5,LOW,Normal,"Claim FRA0802 from Mayurbhanj, Odisha has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0803,Maharashtra,Gadchiroli,0,LOW,Normal,"Claim FRA0803 from Gadchiroli, Maharashtra has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0804,Madhya Pradesh,Mandla,15,LOW,Normal,"Claim FRA0804 from Mandla, Madhya Pradesh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0805,Jharkhand,Ranchi,25,LOW,Normal,"Claim FRA0805 from Ranchi, Jharkhand has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0806,Chhattisgarh,Surguja,15,LOW,Normal,"Claim FRA0806 from Surguja, Chhattisgarh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0807,Chhattisgarh,Bastar,45,MEDIUM,Moderate,"Claim FRA0807 from Bastar, Chhattisgarh has a risk score of 45/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0808,Madhya Pradesh,Mandla,30,LOW,Normal,"Claim FRA0808 from Mandla, Madhya Pradesh has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0809,Odisha,Koraput,25,LOW,Normal,"Claim FRA0809 from Koraput, Odisha has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0810,Jharkhand,Gumla,15,LOW,Normal,"Claim FRA0810 from Gumla, Jharkhand has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections | ML anomaly detected. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0811,Odisha,Koraput,25,LOW,Normal,"Claim FRA0811 from Koraput, Odisha has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0812,Maharashtra,Gadchiroli,0,LOW,Normal,"Claim FRA0812 from Gadchiroli, Maharashtra has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0813,Maharashtra,Nashik,0,LOW,Normal,"Claim FRA0813 from Nashik, Maharashtra has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0814,Odisha,Koraput,20,LOW,Normal,"Claim FRA0814 from Koraput, Odisha has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0815,Chhattisgarh,Kanker,15,LOW,Normal,"Claim FRA0815 from Kanker, Chhattisgarh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0816,Jharkhand,Gumla,15,LOW,Normal,"Claim FRA0816 from Gumla, Jharkhand has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0817,Chhattisgarh,Bastar,30,LOW,Normal,"Claim FRA0817 from Bastar, Chhattisgarh has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections | ML anomaly detected. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0818,Odisha,Mayurbhanj,30,LOW,Normal,"Claim FRA0818 from Mayurbhanj, Odisha has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections | ML anomaly detected. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0819,Chhattisgarh,Bastar,10,LOW,Normal,"Claim FRA0819 from Bastar, Chhattisgarh has a risk score of 10/100 (LOW). No major risk indicators were detected for this claim. Key factors: ML anomaly detected. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0820,Odisha,Keonjhar,15,LOW,Normal,"Claim FRA0820 from Keonjhar, Odisha has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0821,Odisha,Koraput,30,LOW,Normal,"Claim FRA0821 from Koraput, Odisha has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0822,Madhya Pradesh,Balaghat,15,LOW,Normal,"Claim FRA0822 from Balaghat, Madhya Pradesh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0823,Jharkhand,Gumla,15,LOW,Normal,"Claim FRA0823 from Gumla, Jharkhand has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0824,Jharkhand,Ranchi,15,LOW,Normal,"Claim FRA0824 from Ranchi, Jharkhand has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0825,Odisha,Mayurbhanj,15,LOW,Normal,"Claim FRA0825 from Mayurbhanj, Odisha has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0826,Odisha,Koraput,0,LOW,Normal,"Claim FRA0826 from Koraput, Odisha has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0827,Odisha,Koraput,30,LOW,Normal,"Claim FRA0827 from Koraput, Odisha has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections | ML anomaly detected. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0828,Jharkhand,Gumla,25,LOW,Normal,"Claim FRA0828 from Gumla, Jharkhand has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0829,Jharkhand,Simdega,45,MEDIUM,Moderate,"Claim FRA0829 from Simdega, Jharkhand has a risk score of 45/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0830,Jharkhand,Simdega,15,LOW,Normal,"Claim FRA0830 from Simdega, Jharkhand has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0831,Maharashtra,Gadchiroli,25,LOW,Normal,"Claim FRA0831 from Gadchiroli, Maharashtra has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0832,Madhya Pradesh,Dindori,15,LOW,Normal,"Claim FRA0832 from Dindori, Madhya Pradesh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0833,Odisha,Koraput,25,LOW,Normal,"Claim FRA0833 from Koraput, Odisha has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0834,Chhattisgarh,Bastar,25,LOW,Normal,"Claim FRA0834 from Bastar, Chhattisgarh has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0835,Madhya Pradesh,Mandla,20,LOW,Normal,"Claim FRA0835 from Mandla, Madhya Pradesh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0836,Chhattisgarh,Bastar,20,LOW,Normal,"Claim FRA0836 from Bastar, Chhattisgarh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0837,Jharkhand,Ranchi,20,LOW,Normal,"Claim FRA0837 from Ranchi, Jharkhand has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0838,Maharashtra,Nashik,0,LOW,Normal,"Claim FRA0838 from Nashik, Maharashtra has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
