claim_id,state,district,risk_score,risk_level,reasons,recommended_action
FRA0912,Madhya Pradesh,Mandla,5,LOW,Multiple previous rejections,No immediate action required
FRA0913,Maharashtra,Gadchiroli,5,LOW,Multiple previous rejections,No immediate action required
FRA0914,Jharkhand,Simdega,55,HIGH,Long processing delay | High claim overlap | Multiple previous rejections | ML anomaly detected,Review claim documents and processing history
FRA0915,Odisha,Mayurbhanj,5,LOW,Multiple previous rejections,No immediate action required
FRA0916,Maharashtra,Gadchiroli,15,LOW,Long processing delay,No immediate action required
FRA0917,Odisha,Koraput,30,LOW,High claim overlap | Multiple previous rejections,No immediate action required
FRA0918,Chhattisgarh,Bastar,25,LOW,High claim overlap,No immediate action required
FRA0919,Maharashtra,Gadchiroli,30,LOW,Long processing delay | Multiple previous rejections | ML anomaly detected,No immediate action required
FRA0920,Chhattisgarh,Bastar,25,LOW,High claim overlap,No immediate action required
FRA0921,Jharkhand,Ranchi,15,LOW,Long processing delay,No immediate action required
FRA0922,Madhya Pradesh,Mandla,50,MEDIUM,Long processing delay | High claim overlap | ML anomaly detected,Perform additional document verification
FRA0923,Chhattisgarh,Bastar,15,LOW,Long processing delay,No immediate action required
FRA0924,Madhya Pradesh,Balaghat,50,MEDIUM,Long processing delay | High claim overlap | ML anomaly detected,Perform additional document verification
FRA0925,Chhattisgarh,Kanker,20,LOW,Moderate claim overlap | Multiple previous rejections,No immediate action required
FRA0926,Madhya Pradesh,Dindori,20,LOW,Moderate claim overlap | Multiple previous rejections,No immediate action required
FRA0927,Madhya Pradesh,Mandla,5,LOW,Multiple previous rejections,No immediate action required
FRA0928,Chhattisgarh,Surguja,20,LOW,Moderate claim overlap | Multiple previous rejections,No immediate action required
FRA0929,Jharkhand,Ranchi,40,MEDIUM,Long processing delay | High claim overlap,Perform additional document verification
FRA0930,Chhattisgarh,Kanker,40,MEDIUM,Long processing delay | High claim overlap,Perform additional document verification
FRA0931,Jharkhand,Simdega,0,LOW,,No immediate action required
FRA0932,Madhya Pradesh,Balaghat,5,LOW,Multiple previous rejections,No immediate action required
FRA0933,Chhattisgarh,Bastar,35,MEDIUM,Long processing delay | Moderate claim overlap | Multiple previous rejections,Perform additional document verification
FRA0934,Chhattisgarh,Surguja,15,LOW,Long processing delay,No immediate action required
FRA0935,Chhattisgarh,Bastar,0,LOW,,No immediate action required
FRA0936,Madhya Pradesh,Dindori,5,LOW,Multiple previous rejections,No immediate action required
FRA0937,Jharkhand,Ranchi,5,LOW,Multiple previous rejections,No immediate action required
FRA0938,Maharashtra,Gadchiroli,30,LOW,High claim overlap | Multiple previous rejections,No immediate action required
FRA0939,Maharashtra,Nandurbar,15,LOW,Moderate claim overlap,No immediate action required
FRA0940,Jharkhand,Gumla,40,MEDIUM,High claim overlap | Multiple previous rejections | ML anomaly detected,Perform additional document verification
FRA0941,Jharkhand,Gumla,30,LOW,High claim overlap | Multiple previous rejections,No immediate action required
FRA0942,Jharkhand,Gumla,5,LOW,Multiple previous rejections,No immediate action required
FRA0943,Maharashtra,Nashik,15,LOW,Moderate claim overlap,No immediate action required
FRA0944,Chhattisgarh,Kanker,20,LOW,Long processing delay | Multiple previous rejections,No immediate action required
FRA0945,Maharashtra,Nashik,25,LOW,High claim overlap,No immediate action required
FRA0946,Jharkhand,Ranchi,15,LOW,Moderate claim overlap,No immediate action required
FRA0947,Jharkhand,Ranchi,5,LOW,Multiple previous rejections,No immediate action required
FRA0948,Chhattisgarh,Bastar,45,MEDIUM,Long processing delay | High claim overlap | Multiple previous rejections,Perform additional document verification
FRA0949,Madhya Pradesh,Balaghat,25,LOW,High claim overlap,No immediate action required
FRA0950,Madhya Pradesh,Balaghat,15,LOW,Moderate claim overlap,No immediate action required
FRA0951,Madhya Pradesh,Mandla,20,LOW,Moderate claim overlap | Multiple previous rejections,No immediate action required
FRA0952,Jharkhand,Gumla,25,LOW,High claim overlap,No immediate action required
FRA0953,Jharkhand,Gumla,20,LOW,Moderate claim overlap | Multiple previous rejections,No immediate action required
FRA0954,Madhya Pradesh,Dindori,15,LOW,Moderate claim overlap,No immediate action required
FRA0955,Odisha,Mayurbhanj,0,LOW,,No immediate action required
FRA0956,Chhattisgarh,Kanker,25,LOW,High claim overlap,No immediate action required
FRA0957,Chhattisgarh,Kanker,15,LOW,Long processing delay,No immediate action required
FRA0958,Jharkhand,Simdega,30,LOW,High claim overlap | Multiple previous rejections,No immediate action required
FRA0959,Chhattisgarh,Kanker,20,LOW,Moderate claim overlap | Multiple previous rejections,No immediate action required
FRA0960,Chhattisgarh,Surguja,5,LOW,Multiple previous rejections,No immediate action required
FRA0961,Odisha,Koraput,20,LOW,Long processing delay | Multiple previous rejections,No immediate action required
FRA0962,Madhya Pradesh,Dindori,40,MEDIUM,Long processing delay | High claim overlap,Perform additional document verification
FRA0963,Jharkhand,Gumla,20,LOW,Long processing delay | Multiple previous rejections,No immediate action required
FRA0964,Maharashtra,Nashik,0,LOW,,No immediate action required
FRA0965,Jharkhand,Ranchi,15,LOW,Long processing delay,No immediate action required
FRA0966,Madhya Pradesh,Balaghat,40,MEDIUM,Long processing delay | High claim overlap,Perform additional document verification
FRA0967,Madhya Pradesh,Dindori,15,LOW,Long processing delay,No immediate action required
FRA0968,Madhya Pradesh,Mandla,25,LOW,High claim overlap,No immediate action required
FRA0969,Jharkhand,Ranchi,0,LOW,,No immediate action required
FRA0970,Maharashtra,Nashik,20,LOW,Moderate claim overlap | Multiple previous rejections,No immediate action required
FRA0971,Chhattisgarh,Surguja,20,LOW,Long processing delay | Multiple previous rejections,No immediate action required
FRA0972,Odisha,Keonjhar,30,LOW,High claim overlap | Multiple previous rejections,No immediate action required
FRA0973,Jharkhand,Ranchi,0,LOW,,No immediate action required
FRA0974,Chhattisgarh,Bastar,20,LOW,Long processing delay | Multiple previous rejections,No immediate action required
FRA0975,Madhya Pradesh,Balaghat,30,LOW,High claim overlap | Multiple previous rejections,No immediate action required
FRA0976,Odisha,Koraput,40,MEDIUM,Long processing delay | High claim overlap,Perform additional document verification
FRA0977,Chhattisgarh,Kanker,5,LOW,Multiple previous rejections,No immediate action required
FRA0978,Chhattisgarh,Surguja,45,MEDIUM,Long processing delay | High claim overlap | Multiple previous rejections,Perform additional document verification
FRA0979,Jharkhand,Gumla,5,LOW,Multiple previous rejections,No immediate action required
FRA0980,Jharkhand,Gumla,0,LOW,,No immediate action required
FRA0981,Maharashtra,Nashik,20,LOW,Moderate claim overlap | Multiple previous rejections,No immediate action required
FRA0982,Jharkhand,Gumla,20,LOW,Moderate claim overlap | Multiple previous rejections,No immediate action required
FRA0983,Jharkhand,Simdega,40,MEDIUM,Long processing delay | High claim overlap,Perform additional document verification
FRA0984,Jharkhand,Gumla,5,LOW,Multiple previous rejections,No immediate action required
FRA0985,Chhattisgarh,Kanker,5,LOW,Multiple previous rejections,No immediate action required
FRA0986,Odisha,Koraput,5,LOW,Multiple previous rejections,No immediate action required
FRA0987,Madhya Pradesh,Balaghat,15,LOW,Long processing delay,No immediate action required
FRA0988,Madhya Pradesh,Mandla,5,LOW,Multiple previous rejections,No immediate action required
FRA0989,Odisha,Mayurbhanj,35,MEDIUM,Long processing delay | Moderate claim overlap | Multiple previous rejections,Perform additional document verification
FRA0990,Madhya Pradesh,Balaghat,40,MEDIUM,Long processing delay | High claim overlap,Perform additional document verification
FRA0991,Chhattisgarh,Kanker,35,MEDIUM,Long processing delay | Moderate claim overlap | Multiple previous rejections,Perform additional document verification
FRA0992,Maharashtra,Gadchiroli,15,LOW,Moderate claim overlap,No immediate action required
FRA0993,Chhattisgarh,Kanker,30,LOW,Long processing delay | Moderate claim overlap,No immediate action required
FRA0994,Madhya Pradesh,Balaghat,15,LOW,Multiple previous rejections | ML anomaly detected,No immediate action required
FRA0995,Odisha,Koraput,20,LOW,Long processing delay | Multiple previous rejections,No immediate action required
FRA0996,Maharashtra,Nashik,15,LOW,Long processing delay,No immediate action required
FRA0997,Madhya Pradesh,Dindori,15,LOW,Long processing delay,No immediate action required
FRA0998,Jharkhand,Ranchi,25,LOW,High claim overlap,No immediate action required
FRA0999,Odisha,Koraput,20,LOW,Long processing delay | Multiple previous rejections,No immediate action required
FRA1000,Chhattisgarh,Bastar,15,LOW,Moderate claim overlap,No immediate action required
