claim_id,state,district,latitude,longitude,ml_anomaly,risk_score,risk_level,reasons,recommended_action,priority,decision_brief
FRA0830,Jharkhand,Simdega,22.590384,84.516152,NO,15,LOW,Moderate claim overlap,,Normal,"Claim FRA0830 from Simdega, Jharkhand has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0831,Maharashtra,Gadchiroli,20.246871,79.883589,NO,25,LOW,High claim overlap,,Normal,"Claim FRA0831 from Gadchiroli, Maharashtra has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0832,Madhya Pradesh,Dindori,22.799659,81.064048,NO,15,LOW,Moderate claim overlap,,Normal,"Claim FRA0832 from Dindori, Madhya Pradesh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0833,Odisha,Koraput,18.744907,82.76803,NO,25,LOW,High claim overlap,,Normal,"Claim FRA0833 from Koraput, Odisha has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0834,Chhattisgarh,Bastar,19.169295,81.825039,NO,25,LOW,High claim overlap,,Normal,"Claim FRA0834 from Bastar, Chhattisgarh has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0835,Madhya Pradesh,Mandla,22.659443,80.35666,NO,20,LOW,Long processing delay | Multiple previous rejections,,Normal,"Claim FRA0835 from Mandla, Madhya Pradesh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0836,Chhattisgarh,Bastar,18.987845,81.900058,NO,20,LOW,Long processing delay | Multiple previous rejections,,Normal,"Claim FRA0836 from Bastar, Chhattisgarh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0837,Jharkhand,Ranchi,23.4392,85.407954,NO,20,LOW,Moderate claim overlap | Multiple previous rejections,,Normal,"Claim FRA0837 from Ranchi, Jharkhand has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0838,Maharashtra,Nashik,20.006269,73.747147,NO,0,LOW,,,Normal,"Claim FRA0838 from Nashik, Maharashtra has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0839,Madhya Pradesh,Mandla,22.563689,80.297169,YES,35,MEDIUM,High claim overlap | ML anomaly detected,,Moderate,"Claim FRA0839 from Mandla, Madhya Pradesh has a risk score of 35/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: High claim overlap | ML anomaly detected. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0840,Chhattisgarh,Kanker,20.361963,81.359895,NO,30,LOW,Long processing delay | Moderate claim overlap,,Normal,"Claim FRA0840 from Kanker, Chhattisgarh has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0841,Chhattisgarh,Surguja,22.811079,83.138477,NO,20,LOW,Moderate claim overlap | Multiple previous rejections,,Normal,"Claim FRA0841 from Surguja, Chhattisgarh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0842,Madhya Pradesh,Mandla,22.491503,80.336228,NO,15,LOW,Long processing delay,,Normal,"Claim FRA0842 from Mandla, Madhya Pradesh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0843,Jharkhand,Simdega,22.517862,84.595254,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0843 from Simdega, Jharkhand has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0844,Maharashtra,Nandurbar,21.308321,74.122004,YES,15,LOW,Multiple previous rejections | ML anomaly detected,,Normal,"Claim FRA0844 from Nandurbar, Maharashtra has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections | ML anomaly detected. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0845,Maharashtra,Gadchiroli,20.041037,79.855324,NO,15,LOW,Moderate claim overlap,,Normal,"Claim FRA0845 from Gadchiroli, Maharashtra has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0846,Jharkhand,Ranchi,23.471779,85.222283,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0846 from Ranchi, Jharkhand has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0847,Chhattisgarh,Bastar,19.228289,82.010358,NO,15,LOW,Long processing delay,,Normal,"Claim FRA0847 from Bastar, Chhattisgarh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0848,Chhattisgarh,Bastar,18.981414,81.817117,NO,20,LOW,Long processing delay | Multiple previous rejections,,Normal,"Claim FRA0848 from Bastar, Chhattisgarh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0849,Odisha,Koraput,18.876515,82.809906,NO,25,LOW,High claim overlap,,Normal,"Claim FRA0849 from Koraput, Odisha has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0850,Odisha,Keonjhar,21.564614,85.605509,NO,45,MEDIUM,Long processing delay | High claim overlap | Multiple previous rejections,,Moderate,"Claim FRA0850 from Keonjhar, Odisha has a risk score of 45/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0851,Madhya Pradesh,Dindori,22.804535,81.217528,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0851 from Dindori, Madhya Pradesh has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0852,Madhya Pradesh,Mandla,22.492772,80.457686,YES,10,LOW,ML anomaly detected,,Normal,"Claim FRA0852 from Mandla, Madhya Pradesh has a risk score of 10/100 (LOW). No major risk indicators were detected for this claim. Key factors: ML anomaly detected. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0853,Chhattisgarh,Kanker,20.317559,81.470324,NO,20,LOW,Moderate claim overlap | Multiple previous rejections,,Normal,"Claim FRA0853 from Kanker, Chhattisgarh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0854,Maharashtra,Nandurbar,21.40255,74.300835,NO,15,LOW,Long processing delay,,Normal,"Claim FRA0854 from Nandurbar, Maharashtra has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0855,Odisha,Mayurbhanj,21.976824,86.854042,NO,0,LOW,,,Normal,"Claim FRA0855 from Mayurbhanj, Odisha has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0856,Maharashtra,Gadchiroli,20.162806,79.894476,NO,15,LOW,Moderate claim overlap,,Normal,"Claim FRA0856 from Gadchiroli, Maharashtra has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0857,Madhya Pradesh,Balaghat,21.713396,80.126755,NO,15,LOW,Long processing delay,,Normal,"Claim FRA0857 from Balaghat, Madhya Pradesh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0858,Madhya Pradesh,Balaghat,21.736506,80.082396,NO,30,LOW,High claim overlap | Multiple previous rejections,,Normal,"Claim FRA0858 from Balaghat, Madhya Pradesh has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0859,Madhya Pradesh,Balaghat,21.930261,80.229361,NO,15,LOW,Long processing delay,,Normal,"Claim FRA0859 from Balaghat, Madhya Pradesh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0860,Madhya Pradesh,Dindori,22.855671,81.166899,NO,20,LOW,Long processing delay | Multiple previous rejections,,Normal,"Claim FRA0860 from Dindori, Madhya Pradesh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0861,Odisha,Mayurbhanj,21.902954,86.703027,YES,25,LOW,Long processing delay | ML anomaly detected,,Normal,"Claim FRA0861 from Mayurbhanj, Odisha has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | ML anomaly detected. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0862,Jharkhand,Ranchi,23.298804,85.370621,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0862 from Ranchi, Jharkhand has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0863,Odisha,Keonjhar,21.659858,85.501208,NO,35,MEDIUM,Long processing delay | Moderate claim overlap | Multiple previous rejections,,Moderate,"Claim FRA0863 from Keonjhar, Odisha has a risk score of 35/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | Moderate claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0864,Odisha,Koraput,18.760946,82.703883,NO,35,MEDIUM,Long processing delay | Moderate claim overlap | Multiple previous rejections,,Moderate,"Claim FRA0864 from Koraput, Odisha has a risk score of 35/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | Moderate claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0865,Jharkhand,Gumla,22.97136,84.688387,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0865 from Gumla, Jharkhand has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0866,Jharkhand,Simdega,22.557974,84.636075,NO,30,LOW,Long processing delay | Moderate claim overlap,,Normal,"Claim FRA0866 from Simdega, Jharkhand has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0867,Chhattisgarh,Surguja,22.941066,83.064275,NO,15,LOW,Moderate claim overlap,,Normal,"Claim FRA0867 from Surguja, Chhattisgarh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0868,Odisha,Keonjhar,21.740762,85.600067,NO,20,LOW,Long processing delay | Multiple previous rejections,,Normal,"Claim FRA0868 from Keonjhar, Odisha has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0869,Jharkhand,Simdega,22.509952,84.526867,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0869 from Simdega, Jharkhand has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0870,Chhattisgarh,Bastar,18.971794,81.958066,NO,0,LOW,,,Normal,"Claim FRA0870 from Bastar, Chhattisgarh has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0871,Chhattisgarh,Kanker,20.351087,81.428414,NO,20,LOW,Moderate claim overlap | Multiple previous rejections,,Normal,"Claim FRA0871 from Kanker, Chhattisgarh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0872,Maharashtra,Nashik,19.899394,73.889475,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0872 from Nashik, Maharashtra has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0873,Chhattisgarh,Bastar,19.05885,81.861302,NO,40,MEDIUM,Long processing delay | High claim overlap,,Moderate,"Claim FRA0873 from Bastar, Chhattisgarh has a risk score of 40/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0874,Madhya Pradesh,Balaghat,21.943463,80.094567,NO,20,LOW,Moderate claim overlap | Multiple previous rejections,,Normal,"Claim FRA0874 from Balaghat, Madhya Pradesh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0875,Maharashtra,Gadchiroli,20.167466,79.967511,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0875 from Gadchiroli, Maharashtra has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0876,Maharashtra,Nashik,20.128784,73.864967,NO,30,LOW,Long processing delay | Moderate claim overlap,,Normal,"Claim FRA0876 from Nashik, Maharashtra has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0877,Chhattisgarh,Kanker,20.136271,81.548259,NO,0,LOW,,,Normal,"Claim FRA0877 from Kanker, Chhattisgarh has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0878,Odisha,Keonjhar,21.743423,85.657208,NO,15,LOW,Long processing delay,,Normal,"Claim FRA0878 from Keonjhar, Odisha has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0879,Madhya Pradesh,Balaghat,21.89239,80.108825,NO,25,LOW,High claim overlap,,Normal,"Claim FRA0879 from Balaghat, Madhya Pradesh has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0880,Jharkhand,Simdega,22.711514,84.443291,NO,25,LOW,High claim overlap,,Normal,"Claim FRA0880 from Simdega, Jharkhand has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0881,Odisha,Koraput,18.711167,82.795394,NO,15,LOW,Moderate claim overlap,,Normal,"Claim FRA0881 from Koraput, Odisha has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0882,Jharkhand,Ranchi,23.441595,85.282822,NO,0,LOW,,,Normal,"Claim FRA0882 from Ranchi, Jharkhand has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0883,Jharkhand,Ranchi,23.303528,85.246509,NO,20,LOW,Moderate claim overlap | Multiple previous rejections,,Normal,"Claim FRA0883 from Ranchi, Jharkhand has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0884,Maharashtra,Gadchiroli,20.263342,79.929465,YES,25,LOW,Long processing delay | ML anomaly detected,,Normal,"Claim FRA0884 from Gadchiroli, Maharashtra has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | ML anomaly detected. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0885,Chhattisgarh,Bastar,19.245147,82.01396,NO,20,LOW,Long processing delay | Multiple previous rejections,,Normal,"Claim FRA0885 from Bastar, Chhattisgarh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0886,Chhattisgarh,Bastar,18.95306,82.028974,NO,30,LOW,High claim overlap | Multiple previous rejections,,Normal,"Claim FRA0886 from Bastar, Chhattisgarh has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0887,Chhattisgarh,Surguja,22.880449,83.062454,NO,20,LOW,Long processing delay | Multiple previous rejections,,Normal,"Claim FRA0887 from Surguja, Chhattisgarh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0888,Madhya Pradesh,Mandla,22.581434,80.38491,NO,30,LOW,High claim overlap | Multiple previous rejections,,Normal,"Claim FRA0888 from Mandla, Madhya Pradesh has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0889,Madhya Pradesh,Balaghat,21.934712,80.066033,NO,15,LOW,Long processing delay,,Normal,"Claim FRA0889 from Balaghat, Madhya Pradesh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0890,Odisha,Koraput,18.669044,82.710215,NO,15,LOW,Moderate claim overlap,,Normal,"Claim FRA0890 from Koraput, Odisha has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0891,Jharkhand,Gumla,22.935182,84.530253,NO,20,LOW,Moderate claim overlap | Multiple previous rejections,,Normal,"Claim FRA0891 from Gumla, Jharkhand has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0892,Maharashtra,Gadchiroli,20.255656,79.929589,YES,15,LOW,Multiple previous rejections | ML anomaly detected,,Normal,"Claim FRA0892 from Gadchiroli, Maharashtra has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections | ML anomaly detected. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0893,Madhya Pradesh,Mandla,22.487369,80.230881,NO,30,LOW,Long processing delay | Moderate claim overlap,,Normal,"Claim FRA0893 from Mandla, Madhya Pradesh has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0894,Chhattisgarh,Surguja,23.005263,83.082165,NO,30,LOW,Long processing delay | Moderate claim overlap,,Normal,"Claim FRA0894 from Surguja, Chhattisgarh has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0895,Madhya Pradesh,Balaghat,21.864451,80.238837,NO,15,LOW,Moderate claim overlap,,Normal,"Claim FRA0895 from Balaghat, Madhya Pradesh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0896,Chhattisgarh,Bastar,18.956977,82.097412,NO,0,LOW,,,Normal,"Claim FRA0896 from Bastar, Chhattisgarh has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0897,Chhattisgarh,Surguja,22.911441,83.343492,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0897 from Surguja, Chhattisgarh has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0898,Chhattisgarh,Kanker,20.258564,81.431443,NO,0,LOW,,,Normal,"Claim FRA0898 from Kanker, Chhattisgarh has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0899,Madhya Pradesh,Balaghat,21.69046,80.280655,NO,15,LOW,Long processing delay,,Normal,"Claim FRA0899 from Balaghat, Madhya Pradesh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0900,Maharashtra,Gadchiroli,20.089446,80.061997,NO,35,MEDIUM,Long processing delay | Moderate claim overlap | Multiple previous rejections,,Moderate,"Claim FRA0900 from Gadchiroli, Maharashtra has a risk score of 35/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | Moderate claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0901,Jharkhand,Gumla,23.124078,84.47239,NO,30,LOW,High claim overlap | Multiple previous rejections,,Normal,"Claim FRA0901 from Gumla, Jharkhand has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0902,Odisha,Koraput,18.865974,82.654562,NO,40,MEDIUM,Long processing delay | High claim overlap,,Moderate,"Claim FRA0902 from Koraput, Odisha has a risk score of 40/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0903,Maharashtra,Gadchiroli,20.178706,80.109694,NO,20,LOW,Moderate claim overlap | Multiple previous rejections,,Normal,"Claim FRA0903 from Gadchiroli, Maharashtra has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0904,Odisha,Mayurbhanj,21.85891,86.786138,NO,25,LOW,High claim overlap,,Normal,"Claim FRA0904 from Mayurbhanj, Odisha has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0905,Maharashtra,Nashik,19.934934,73.918464,NO,30,LOW,High claim overlap | Multiple previous rejections,,Normal,"Claim FRA0905 from Nashik, Maharashtra has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0906,Maharashtra,Nashik,20.107162,73.873286,NO,20,LOW,Moderate claim overlap | Multiple previous rejections,,Normal,"Claim FRA0906 from Nashik, Maharashtra has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0907,Maharashtra,Nandurbar,21.279435,74.093033,NO,30,LOW,Long processing delay | Moderate claim overlap,,Normal,"Claim FRA0907 from Nandurbar, Maharashtra has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0908,Odisha,Koraput,18.953502,82.765718,NO,30,LOW,Long processing delay | Moderate claim overlap,,Normal,"Claim FRA0908 from Koraput, Odisha has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0909,Maharashtra,Gadchiroli,20.057852,80.095351,NO,30,LOW,High claim overlap | Multiple previous rejections,,Normal,"Claim FRA0909 from Gadchiroli, Maharashtra has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0910,Madhya Pradesh,Mandla,22.469667,80.373605,NO,25,LOW,High claim overlap,,Normal,"Claim FRA0910 from Mandla, Madhya Pradesh has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0911,Maharashtra,Gadchiroli,20.324874,79.918722,NO,15,LOW,Long processing delay,,Normal,"Claim FRA0911 from Gadchiroli, Maharashtra has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0912,Madhya Pradesh,Mandla,22.699975,80.233038,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0912 from Mandla, Madhya Pradesh has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0913,Maharashtra,Gadchiroli,20.054841,80.058365,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0913 from Gadchiroli, Maharashtra has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0914,Jharkhand,Simdega,22.55566,84.493611,YES,55,HIGH,Long processing delay | High claim overlap | Multiple previous rejections | ML anomaly detected,,High,"Claim FRA0914 from Simdega, Jharkhand has a risk score of 55/100 (HIGH). This claim shows significant risk indicators and should be reviewed by the concerned authority. Key factors: Long processing delay | High claim overlap | Multiple previous rejections | ML anomaly detected. Recommended action: Review claim documents and processing history. Final decision must be made by the authorized official."
FRA0915,Odisha,Mayurbhanj,21.941488,86.681245,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0915 from Mayurbhanj, Odisha has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0916,Maharashtra,Gadchiroli,20.190475,79.898392,NO,15,LOW,Long processing delay,,Normal,"Claim FRA0916 from Gadchiroli, Maharashtra has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0917,Odisha,Koraput,18.930812,82.664624,NO,30,LOW,High claim overlap | Multiple previous rejections,,Normal,"Claim FRA0917 from Koraput, Odisha has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
